DATE_TIME,TEMP,UOM,PROBEID,SID,COLLECTOR,PROBE_TYPE
5/15/2014 2:00,17.843,Logged,10015950,14609,VOL,HOBO
5/15/2014 3:00,17.891,Logged,10015950,14609,VOL,HOBO
5/15/2014 4:00,17.891,Logged,10015950,14609,VOL,HOBO
5/15/2014 5:00,17.915,Logged,10015950,14609,VOL,HOBO
5/15/2014 6:00,17.915,Logged,10015950,14609,VOL,HOBO
5/15/2014 7:00,17.938,Logged,10015950,14609,VOL,HOBO
5/15/2014 8:00,17.986,Logged,10015950,14609,VOL,HOBO
5/15/2014 9:00,18.057,Logged,10015950,14609,VOL,HOBO
5/15/2014 10:00,18.152,Logged,10015950,14609,VOL,HOBO
5/15/2014 11:00,18.438,Logged,10015950,14609,VOL,HOBO
5/15/2014 12:00,18.747,Logged,10015950,14609,VOL,HOBO
5/15/2014 13:00,18.675,Logged,10015950,14609,VOL,HOBO
5/15/2014 14:00,18.652,Logged,10015950,14609,VOL,HOBO
5/15/2014 15:00,18.723,Logged,10015950,14609,VOL,HOBO
5/15/2014 16:00,18.818,Logged,10015950,14609,VOL,HOBO
5/15/2014 17:00,18.771,Logged,10015950,14609,VOL,HOBO
5/15/2014 18:00,18.699,Logged,10015950,14609,VOL,HOBO
5/15/2014 19:00,18.675,Logged,10015950,14609,VOL,HOBO
5/15/2014 20:00,18.628,Logged,10015950,14609,VOL,HOBO
5/15/2014 21:00,18.604,Logged,10015950,14609,VOL,HOBO
5/15/2014 22:00,18.58,Logged,10015950,14609,VOL,HOBO
5/15/2014 23:00,18.58,Logged,10015950,14609,VOL,HOBO
5/16/2014 0:00,18.58,Logged,10015950,14609,VOL,HOBO
5/16/2014 1:00,18.557,Logged,10015950,14609,VOL,HOBO
5/16/2014 2:00,18.533,Logged,10015950,14609,VOL,HOBO
5/16/2014 3:00,18.461,Logged,10015950,14609,VOL,HOBO
5/16/2014 4:00,18.438,Logged,10015950,14609,VOL,HOBO
5/16/2014 5:00,18.414,Logged,10015950,14609,VOL,HOBO
5/16/2014 6:00,18.39,Logged,10015950,14609,VOL,HOBO
5/16/2014 7:00,18.366,Logged,10015950,14609,VOL,HOBO
5/16/2014 8:00,18.39,Logged,10015950,14609,VOL,HOBO
5/16/2014 9:00,18.414,Logged,10015950,14609,VOL,HOBO
5/16/2014 10:00,18.438,Logged,10015950,14609,VOL,HOBO
5/16/2014 11:00,18.461,Logged,10015950,14609,VOL,HOBO
5/16/2014 12:00,18.485,Logged,10015950,14609,VOL,HOBO
5/16/2014 13:00,18.533,Logged,10015950,14609,VOL,HOBO
5/16/2014 14:00,18.533,Logged,10015950,14609,VOL,HOBO
5/16/2014 15:00,18.533,Logged,10015950,14609,VOL,HOBO
5/16/2014 16:00,18.533,Logged,10015950,14609,VOL,HOBO
5/16/2014 17:00,18.533,Logged,10015950,14609,VOL,HOBO
5/16/2014 18:00,18.509,Logged,10015950,14609,VOL,HOBO
5/16/2014 19:00,18.485,Logged,10015950,14609,VOL,HOBO
5/16/2014 20:00,18.461,Logged,10015950,14609,VOL,HOBO
5/16/2014 21:00,18.438,Logged,10015950,14609,VOL,HOBO
5/16/2014 22:00,18.414,Logged,10015950,14609,VOL,HOBO
5/16/2014 23:00,18.414,Logged,10015950,14609,VOL,HOBO
5/17/2014 0:00,18.39,Logged,10015950,14609,VOL,HOBO
5/17/2014 1:00,18.39,Logged,10015950,14609,VOL,HOBO
5/17/2014 2:00,18.366,Logged,10015950,14609,VOL,HOBO
5/17/2014 3:00,18.343,Logged,10015950,14609,VOL,HOBO
5/17/2014 4:00,18.295,Logged,10015950,14609,VOL,HOBO
5/17/2014 5:00,18.295,Logged,10015950,14609,VOL,HOBO
5/17/2014 6:00,18.247,Logged,10015950,14609,VOL,HOBO
5/17/2014 7:00,18.176,Logged,10015950,14609,VOL,HOBO
5/17/2014 8:00,18.152,Logged,10015950,14609,VOL,HOBO
5/17/2014 9:00,18.152,Logged,10015950,14609,VOL,HOBO
5/17/2014 10:00,18.343,Logged,10015950,14609,VOL,HOBO
5/17/2014 11:00,18.652,Logged,10015950,14609,VOL,HOBO
5/17/2014 12:00,18.961,Logged,10015950,14609,VOL,HOBO
5/17/2014 13:00,19.246,Logged,10015950,14609,VOL,HOBO
5/17/2014 14:00,19.532,Logged,10015950,14609,VOL,HOBO
5/17/2014 15:00,19.722,Logged,10015950,14609,VOL,HOBO
5/17/2014 16:00,19.817,Logged,10015950,14609,VOL,HOBO
5/17/2014 17:00,19.912,Logged,10015950,14609,VOL,HOBO
5/17/2014 18:00,19.865,Logged,10015950,14609,VOL,HOBO
5/17/2014 19:00,19.77,Logged,10015950,14609,VOL,HOBO
5/17/2014 20:00,19.746,Logged,10015950,14609,VOL,HOBO
5/17/2014 21:00,19.674,Logged,10015950,14609,VOL,HOBO
5/17/2014 22:00,19.532,Logged,10015950,14609,VOL,HOBO
5/17/2014 23:00,19.389,Logged,10015950,14609,VOL,HOBO
5/18/2014 0:00,19.222,Logged,10015950,14609,VOL,HOBO
5/18/2014 1:00,19.08,Logged,10015950,14609,VOL,HOBO
5/18/2014 2:00,18.913,Logged,10015950,14609,VOL,HOBO
5/18/2014 3:00,18.771,Logged,10015950,14609,VOL,HOBO
5/18/2014 4:00,18.652,Logged,10015950,14609,VOL,HOBO
5/18/2014 5:00,18.533,Logged,10015950,14609,VOL,HOBO
5/18/2014 6:00,18.39,Logged,10015950,14609,VOL,HOBO
5/18/2014 7:00,18.295,Logged,10015950,14609,VOL,HOBO
5/18/2014 8:00,18.271,Logged,10015950,14609,VOL,HOBO
5/18/2014 9:00,18.319,Logged,10015950,14609,VOL,HOBO
5/18/2014 10:00,18.461,Logged,10015950,14609,VOL,HOBO
5/18/2014 11:00,18.652,Logged,10015950,14609,VOL,HOBO
5/18/2014 12:00,18.818,Logged,10015950,14609,VOL,HOBO
5/18/2014 13:00,18.985,Logged,10015950,14609,VOL,HOBO
5/18/2014 14:00,19.389,Logged,10015950,14609,VOL,HOBO
5/18/2014 15:00,19.603,Logged,10015950,14609,VOL,HOBO
5/18/2014 16:00,19.77,Logged,10015950,14609,VOL,HOBO
5/18/2014 17:00,19.817,Logged,10015950,14609,VOL,HOBO
5/18/2014 18:00,19.674,Logged,10015950,14609,VOL,HOBO
5/18/2014 19:00,19.627,Logged,10015950,14609,VOL,HOBO
5/18/2014 20:00,19.508,Logged,10015950,14609,VOL,HOBO
5/18/2014 21:00,19.365,Logged,10015950,14609,VOL,HOBO
5/18/2014 22:00,19.222,Logged,10015950,14609,VOL,HOBO
5/18/2014 23:00,19.056,Logged,10015950,14609,VOL,HOBO
5/19/2014 0:00,18.889,Logged,10015950,14609,VOL,HOBO
5/19/2014 1:00,18.723,Logged,10015950,14609,VOL,HOBO
5/19/2014 2:00,18.557,Logged,10015950,14609,VOL,HOBO
5/19/2014 3:00,18.366,Logged,10015950,14609,VOL,HOBO
5/19/2014 4:00,18.2,Logged,10015950,14609,VOL,HOBO
5/19/2014 5:00,18.01,Logged,10015950,14609,VOL,HOBO
5/19/2014 6:00,17.843,Logged,10015950,14609,VOL,HOBO
5/19/2014 7:00,17.724,Logged,10015950,14609,VOL,HOBO
5/19/2014 8:00,17.701,Logged,10015950,14609,VOL,HOBO
5/19/2014 9:00,17.724,Logged,10015950,14609,VOL,HOBO
5/19/2014 10:00,17.819,Logged,10015950,14609,VOL,HOBO
5/19/2014 11:00,18.033,Logged,10015950,14609,VOL,HOBO
5/19/2014 12:00,18.271,Logged,10015950,14609,VOL,HOBO
5/19/2014 13:00,18.509,Logged,10015950,14609,VOL,HOBO
5/19/2014 14:00,18.414,Logged,10015950,14609,VOL,HOBO
5/19/2014 15:00,18.414,Logged,10015950,14609,VOL,HOBO
5/19/2014 16:00,18.39,Logged,10015950,14609,VOL,HOBO
5/19/2014 17:00,18.39,Logged,10015950,14609,VOL,HOBO
5/19/2014 18:00,18.414,Logged,10015950,14609,VOL,HOBO
5/19/2014 19:00,18.366,Logged,10015950,14609,VOL,HOBO
5/19/2014 20:00,18.2,Logged,10015950,14609,VOL,HOBO
5/19/2014 21:00,18.057,Logged,10015950,14609,VOL,HOBO
5/19/2014 22:00,17.938,Logged,10015950,14609,VOL,HOBO
5/19/2014 23:00,17.843,Logged,10015950,14609,VOL,HOBO
5/20/2014 0:00,17.724,Logged,10015950,14609,VOL,HOBO
5/20/2014 1:00,17.605,Logged,10015950,14609,VOL,HOBO
5/20/2014 2:00,17.463,Logged,10015950,14609,VOL,HOBO
5/20/2014 3:00,17.368,Logged,10015950,14609,VOL,HOBO
5/20/2014 4:00,17.272,Logged,10015950,14609,VOL,HOBO
5/20/2014 5:00,17.153,Logged,10015950,14609,VOL,HOBO
5/20/2014 6:00,17.034,Logged,10015950,14609,VOL,HOBO
5/20/2014 7:00,16.987,Logged,10015950,14609,VOL,HOBO
5/20/2014 8:00,17.011,Logged,10015950,14609,VOL,HOBO
5/20/2014 9:00,17.106,Logged,10015950,14609,VOL,HOBO
5/20/2014 10:00,17.296,Logged,10015950,14609,VOL,HOBO
5/20/2014 11:00,17.51,Logged,10015950,14609,VOL,HOBO
5/20/2014 12:00,17.819,Logged,10015950,14609,VOL,HOBO
5/20/2014 13:00,18.176,Logged,10015950,14609,VOL,HOBO
5/20/2014 14:00,18.485,Logged,10015950,14609,VOL,HOBO
5/20/2014 15:00,18.747,Logged,10015950,14609,VOL,HOBO
5/20/2014 16:00,18.961,Logged,10015950,14609,VOL,HOBO
5/20/2014 17:00,18.961,Logged,10015950,14609,VOL,HOBO
5/20/2014 18:00,18.937,Logged,10015950,14609,VOL,HOBO
5/20/2014 19:00,18.913,Logged,10015950,14609,VOL,HOBO
5/20/2014 20:00,18.794,Logged,10015950,14609,VOL,HOBO
5/20/2014 21:00,18.675,Logged,10015950,14609,VOL,HOBO
5/20/2014 22:00,18.58,Logged,10015950,14609,VOL,HOBO
5/20/2014 23:00,18.438,Logged,10015950,14609,VOL,HOBO
5/21/2014 0:00,18.224,Logged,10015950,14609,VOL,HOBO
5/21/2014 1:00,18.033,Logged,10015950,14609,VOL,HOBO
5/21/2014 2:00,17.867,Logged,10015950,14609,VOL,HOBO
5/21/2014 3:00,17.701,Logged,10015950,14609,VOL,HOBO
5/21/2014 4:00,17.558,Logged,10015950,14609,VOL,HOBO
5/21/2014 5:00,17.391,Logged,10015950,14609,VOL,HOBO
5/21/2014 6:00,17.249,Logged,10015950,14609,VOL,HOBO
5/21/2014 7:00,17.153,Logged,10015950,14609,VOL,HOBO
5/21/2014 8:00,17.177,Logged,10015950,14609,VOL,HOBO
5/21/2014 9:00,17.32,Logged,10015950,14609,VOL,HOBO
5/21/2014 10:00,17.558,Logged,10015950,14609,VOL,HOBO
5/21/2014 11:00,17.891,Logged,10015950,14609,VOL,HOBO
5/21/2014 12:00,18.247,Logged,10015950,14609,VOL,HOBO
5/21/2014 13:00,18.604,Logged,10015950,14609,VOL,HOBO
5/21/2014 14:00,19.032,Logged,10015950,14609,VOL,HOBO
5/21/2014 15:00,19.175,Logged,10015950,14609,VOL,HOBO
5/21/2014 16:00,19.246,Logged,10015950,14609,VOL,HOBO
5/21/2014 17:00,19.365,Logged,10015950,14609,VOL,HOBO
5/21/2014 18:00,19.294,Logged,10015950,14609,VOL,HOBO
5/21/2014 19:00,19.175,Logged,10015950,14609,VOL,HOBO
5/21/2014 20:00,19.008,Logged,10015950,14609,VOL,HOBO
5/21/2014 21:00,18.675,Logged,10015950,14609,VOL,HOBO
5/21/2014 22:00,18.414,Logged,10015950,14609,VOL,HOBO
5/21/2014 23:00,18.271,Logged,10015950,14609,VOL,HOBO
5/22/2014 0:00,18.224,Logged,10015950,14609,VOL,HOBO
5/22/2014 1:00,18.176,Logged,10015950,14609,VOL,HOBO
5/22/2014 2:00,18.152,Logged,10015950,14609,VOL,HOBO
5/22/2014 3:00,18.129,Logged,10015950,14609,VOL,HOBO
5/22/2014 4:00,18.081,Logged,10015950,14609,VOL,HOBO
5/22/2014 5:00,18.01,Logged,10015950,14609,VOL,HOBO
5/22/2014 6:00,17.915,Logged,10015950,14609,VOL,HOBO
5/22/2014 7:00,17.843,Logged,10015950,14609,VOL,HOBO
5/22/2014 8:00,17.843,Logged,10015950,14609,VOL,HOBO
5/22/2014 9:00,17.938,Logged,10015950,14609,VOL,HOBO
5/22/2014 10:00,18.057,Logged,10015950,14609,VOL,HOBO
5/22/2014 11:00,18.152,Logged,10015950,14609,VOL,HOBO
5/22/2014 12:00,18.176,Logged,10015950,14609,VOL,HOBO
5/22/2014 13:00,18.129,Logged,10015950,14609,VOL,HOBO
5/22/2014 14:00,18.176,Logged,10015950,14609,VOL,HOBO
5/22/2014 15:00,18.2,Logged,10015950,14609,VOL,HOBO
5/22/2014 16:00,18.081,Logged,10015950,14609,VOL,HOBO
5/22/2014 17:00,18.057,Logged,10015950,14609,VOL,HOBO
5/22/2014 18:00,18.105,Logged,10015950,14609,VOL,HOBO
5/22/2014 19:00,18.105,Logged,10015950,14609,VOL,HOBO
5/22/2014 20:00,18.057,Logged,10015950,14609,VOL,HOBO
5/22/2014 21:00,18.033,Logged,10015950,14609,VOL,HOBO
5/22/2014 22:00,18.01,Logged,10015950,14609,VOL,HOBO
5/22/2014 23:00,17.938,Logged,10015950,14609,VOL,HOBO
5/23/2014 0:00,17.891,Logged,10015950,14609,VOL,HOBO
5/23/2014 1:00,17.819,Logged,10015950,14609,VOL,HOBO
5/23/2014 2:00,17.772,Logged,10015950,14609,VOL,HOBO
5/23/2014 3:00,17.724,Logged,10015950,14609,VOL,HOBO
5/23/2014 4:00,17.701,Logged,10015950,14609,VOL,HOBO
5/23/2014 5:00,17.653,Logged,10015950,14609,VOL,HOBO
5/23/2014 6:00,17.629,Logged,10015950,14609,VOL,HOBO
5/23/2014 7:00,17.582,Logged,10015950,14609,VOL,HOBO
5/23/2014 8:00,17.605,Logged,10015950,14609,VOL,HOBO
5/23/2014 9:00,17.605,Logged,10015950,14609,VOL,HOBO
5/23/2014 10:00,17.653,Logged,10015950,14609,VOL,HOBO
5/23/2014 11:00,17.748,Logged,10015950,14609,VOL,HOBO
5/23/2014 12:00,17.819,Logged,10015950,14609,VOL,HOBO
5/23/2014 13:00,17.819,Logged,10015950,14609,VOL,HOBO
5/23/2014 14:00,17.819,Logged,10015950,14609,VOL,HOBO
5/23/2014 15:00,17.796,Logged,10015950,14609,VOL,HOBO
5/23/2014 16:00,17.796,Logged,10015950,14609,VOL,HOBO
5/23/2014 17:00,18.081,Logged,10015950,14609,VOL,HOBO
5/23/2014 18:00,18.033,Logged,10015950,14609,VOL,HOBO
5/23/2014 19:00,17.867,Logged,10015950,14609,VOL,HOBO
5/23/2014 20:00,17.819,Logged,10015950,14609,VOL,HOBO
5/23/2014 21:00,17.724,Logged,10015950,14609,VOL,HOBO
5/23/2014 22:00,17.605,Logged,10015950,14609,VOL,HOBO
5/23/2014 23:00,17.534,Logged,10015950,14609,VOL,HOBO
5/24/2014 0:00,17.463,Logged,10015950,14609,VOL,HOBO
5/24/2014 1:00,17.344,Logged,10015950,14609,VOL,HOBO
5/24/2014 2:00,17.249,Logged,10015950,14609,VOL,HOBO
5/24/2014 3:00,17.153,Logged,10015950,14609,VOL,HOBO
5/24/2014 4:00,17.082,Logged,10015950,14609,VOL,HOBO
5/24/2014 5:00,17.011,Logged,10015950,14609,VOL,HOBO
5/24/2014 6:00,16.915,Logged,10015950,14609,VOL,HOBO
5/24/2014 7:00,16.844,Logged,10015950,14609,VOL,HOBO
5/24/2014 8:00,16.82,Logged,10015950,14609,VOL,HOBO
5/24/2014 9:00,16.844,Logged,10015950,14609,VOL,HOBO
5/24/2014 10:00,17.13,Logged,10015950,14609,VOL,HOBO
5/24/2014 11:00,17.249,Logged,10015950,14609,VOL,HOBO
5/24/2014 12:00,17.225,Logged,10015950,14609,VOL,HOBO
5/24/2014 13:00,17.463,Logged,10015950,14609,VOL,HOBO
5/24/2014 14:00,17.677,Logged,10015950,14609,VOL,HOBO
5/24/2014 15:00,17.843,Logged,10015950,14609,VOL,HOBO
5/24/2014 16:00,17.843,Logged,10015950,14609,VOL,HOBO
5/24/2014 17:00,17.819,Logged,10015950,14609,VOL,HOBO
5/24/2014 18:00,17.891,Logged,10015950,14609,VOL,HOBO
5/24/2014 19:00,17.843,Logged,10015950,14609,VOL,HOBO
5/24/2014 20:00,17.724,Logged,10015950,14609,VOL,HOBO
5/24/2014 21:00,17.653,Logged,10015950,14609,VOL,HOBO
5/24/2014 22:00,17.629,Logged,10015950,14609,VOL,HOBO
5/24/2014 23:00,17.534,Logged,10015950,14609,VOL,HOBO
5/25/2014 0:00,17.439,Logged,10015950,14609,VOL,HOBO
5/25/2014 1:00,17.368,Logged,10015950,14609,VOL,HOBO
5/25/2014 2:00,17.296,Logged,10015950,14609,VOL,HOBO
5/25/2014 3:00,17.249,Logged,10015950,14609,VOL,HOBO
5/25/2014 4:00,17.177,Logged,10015950,14609,VOL,HOBO
5/25/2014 5:00,17.082,Logged,10015950,14609,VOL,HOBO
5/25/2014 6:00,16.987,Logged,10015950,14609,VOL,HOBO
5/25/2014 7:00,16.939,Logged,10015950,14609,VOL,HOBO
5/25/2014 8:00,16.939,Logged,10015950,14609,VOL,HOBO
5/25/2014 9:00,17.011,Logged,10015950,14609,VOL,HOBO
5/25/2014 10:00,17.13,Logged,10015950,14609,VOL,HOBO
5/25/2014 11:00,17.463,Logged,10015950,14609,VOL,HOBO
5/25/2014 12:00,17.891,Logged,10015950,14609,VOL,HOBO
5/25/2014 13:00,18.319,Logged,10015950,14609,VOL,HOBO
5/25/2014 14:00,18.485,Logged,10015950,14609,VOL,HOBO
5/25/2014 15:00,18.176,Logged,10015950,14609,VOL,HOBO
5/25/2014 16:00,18.557,Logged,10015950,14609,VOL,HOBO
5/25/2014 17:00,18.557,Logged,10015950,14609,VOL,HOBO
5/25/2014 18:00,18.39,Logged,10015950,14609,VOL,HOBO
5/25/2014 19:00,18.176,Logged,10015950,14609,VOL,HOBO
5/25/2014 20:00,18.01,Logged,10015950,14609,VOL,HOBO
5/25/2014 21:00,17.867,Logged,10015950,14609,VOL,HOBO
5/25/2014 22:00,17.629,Logged,10015950,14609,VOL,HOBO
5/25/2014 23:00,17.415,Logged,10015950,14609,VOL,HOBO
5/26/2014 0:00,17.32,Logged,10015950,14609,VOL,HOBO
5/26/2014 1:00,17.296,Logged,10015950,14609,VOL,HOBO
5/26/2014 2:00,17.296,Logged,10015950,14609,VOL,HOBO
5/26/2014 3:00,17.272,Logged,10015950,14609,VOL,HOBO
5/26/2014 4:00,17.225,Logged,10015950,14609,VOL,HOBO
5/26/2014 5:00,17.201,Logged,10015950,14609,VOL,HOBO
5/26/2014 6:00,17.153,Logged,10015950,14609,VOL,HOBO
5/26/2014 7:00,17.13,Logged,10015950,14609,VOL,HOBO
5/26/2014 8:00,17.082,Logged,10015950,14609,VOL,HOBO
5/26/2014 9:00,17.058,Logged,10015950,14609,VOL,HOBO
5/26/2014 10:00,17.344,Logged,10015950,14609,VOL,HOBO
5/26/2014 11:00,17.486,Logged,10015950,14609,VOL,HOBO
5/26/2014 12:00,17.463,Logged,10015950,14609,VOL,HOBO
