"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"15825",14.1411358695652,92,"Cold",13.4996908602151,31,"Cold",21.5472083333333,363,"Cold",0,0,NA,"2018","ABM"
"15964",17.1228455615942,92,"Cold",18.0103319892473,31,"Cold",20.8435,363,"Cold",0,0,NA,"2018","ABM"
"16022",19.6471598731884,92,"Cool",20.9392741935484,31,"Cool",23.8102083333333,266,"Cool",4,0,NA,"2018","ABM"
"16066",21.4486847826087,92,"Cool",23.0774180107527,31,"Warm",26.3533333333333,363,"Warm",11,1,NA,"2018","ABM"
"16076",23.1372232789855,92,"Warm",25.3054637096774,31,"Warm",28.1586666666667,363,"Warm",55,29,NA,"2018","ABM"
"16110",18.2701236413043,92,"Cold",19.6892298387097,31,"Cool",23.562,363,"Cool",0,0,NA,"2018","ABM"
"16119",18.9816136775362,92,"Cool",19.6878319892473,31,"Cool",22.8404166666667,363,"Cool",0,0,NA,"2018","ABM"
"16124",18.814361865942,92,"Cool",19.5185591397849,31,"Cool",22.6602083333333,363,"Cool",0,0,NA,"2018","ABM"
"16127",17.6024886775362,92,"Cold",18.0285094086022,31,"Cold",21.0457083333333,364,"Cold",0,0,NA,"2018","ABM"
"16128",22.0380099637681,92,"Warm",23.1350376344086,31,"Warm",25.9237916666667,363,"Cool",38,6,NA,"2018","ABM"
"16139",19.6425416666667,92,"Cool",20.7125241935484,31,"Cool",23.3194166666667,363,"Cool",4,0,NA,"2018","ABM"
"16355",20.0112219202899,92,"Cool",21.3544663978495,31,"Cool",24.1667083333333,138,"Cool",5,0,NA,"2018","ABM"
"16370",18.8577423007246,92,"Cool",20.0350241935484,31,"Cool",22.3445,363,"Cold",0,0,NA,"2018","ABM"
"16387",17.092084692029,92,"Cold",18.2989233870968,31,"Cold",20.3581666666667,363,"Cold",0,0,NA,"2018","ABM"
"16431",18.9825294384058,92,"Cool",20.2611586021505,31,"Cool",22.418375,363,"Cool",0,0,NA,"2018","ABM"
"16863",17.5264655797101,92,"Cold",18.5533709677419,31,"Cool",20.5554166666667,265,"Cold",0,0,NA,"2018","ABM"
"16873",19.6807282608696,92,"Cool",21.0911706989247,31,"Cool",24.0881666666667,363,"Cool",6,0,NA,"2018","ABM"
"17365",18.2256671195652,92,"Cold",18.8038279569892,31,"Cool",23.5659583333333,363,"Cool",0,0,NA,"2018","ABM"
"18447",20.6195146520147,91,"Cool",21.6634583333333,31,"Cool",24.1624583333333,363,"Cool",14,0,1,"2018","ABM"
"18867",21.1934605978261,92,"Cool",22.620626344086,31,"Warm",25.3769583333333,248,"Cool",25,3,NA,"2018","ABM"
"19016",22.8266956521739,92,"Warm",24.4101397849462,31,"Warm",27.1854166666667,276,"Warm",66,44,NA,"2018","ABM"
"19017",22.0446313405797,92,"Warm",23.4301612903226,31,"Warm",26.7333333333333,266,"Warm",36,9,NA,"2018","ABM"
"19018",21.6169067028986,92,"Cool",22.8307876344086,31,"Warm",25.9288333333333,251,"Cool",29,6,NA,"2018","ABM"
"19019",18.1514990942029,92,"Cold",18.4859946236559,31,"Cool",22.603125,287,"Cool",0,0,NA,"2018","ABM"
"19020",17.7955611413043,92,"Cold",18.5494731182796,31,"Cool",20.7270416666667,265,"Cold",0,0,NA,"2018","ABM"
"19021",17.2514814311594,92,"Cold",18.2175739247312,31,"Cold",20.1256666666667,262,"Cold",0,0,NA,"2018","ABM"
"19024",20.3268201992754,92,"Cool",21.2802822580645,31,"Cool",24.857625,262,"Cool",14,0,NA,"2018","ABM"
"19025",19.4314917582418,91,"Cool",20.211060483871,31,"Cool",22.7235416666667,246,"Cool",0,0,1,"2018","ABM"
"19026",21.1067749094203,92,"Cool",22.0162298387097,31,"Cool",24.3115416666667,294,"Cool",3,0,NA,"2018","ABM"
"19602",22.531134057971,92,"Warm",24.4951491935484,31,"Warm",27.702625,290,"Warm",60,36,NA,"2018","ABM"
"19638",20.9521771978022,91,"Cool",22.0626196236559,31,"Cool",24.9049166666667,248,"Cool",14,2,1,"2018","ABM"
"19639",21.3673017399267,91,"Cool",22.8268158602151,31,"Warm",25.8748333333333,248,"Cool",20,4,1,"2018","ABM"
"19644",21.7428546195652,92,"Warm",23.2382365591398,31,"Warm",26.6155,255,"Warm",31,5,NA,"2018","ABM"
"19655",18.3229696557971,92,"Cool",19.2367862903226,31,"Cool",21.493625,286,"Cold",0,0,NA,"2018","ABM"
"19679",20.162790307971,92,"Cool",21.3850672043011,31,"Cool",24.3182916666667,276,"Cool",6,0,NA,"2018","ABM"
"19681",21.0952989130435,92,"Cool",22.338310483871,31,"Warm",25.0332083333333,248,"Cool",11,0,NA,"2018","ABM"
"19682",20.4086870471014,92,"Cool",21.082561827957,31,"Cool",24.36425,251,"Cool",5,0,NA,"2018","ABM"
"19696",14.8330738224638,92,"Cold",14.4475241935484,31,"Cold",21.0552083333333,287,"Cold",0,0,NA,"2018","ABM"
"19697",21.1201911231884,92,"Cool",22.5095080645161,31,"Warm",25.3643333333333,251,"Cool",20,2,NA,"2018","ABM"
"19698",20.1626422101449,92,"Cool",20.9926586021505,31,"Cool",23.0534583333333,293,"Cool",0,0,NA,"2018","ABM"
"19699",21.8312327898551,92,"Warm",22.7623561827957,31,"Warm",25.437375,294,"Cool",28,0,NA,"2018","ABM"
"19700",17.6680384615385,91,"Cold",18.4247983870968,31,"Cold",20.461375,248,"Cold",0,0,1,"2018","ABM"
"19930",21.7118152173913,92,"Warm",23.3626653225806,31,"Warm",25.9122916666667,262,"Cool",5,0,NA,"2018","ABM"
"19931",18.7332115036232,92,"Cool",19.8485752688172,31,"Cool",22.3619583333333,363,"Cold",0,0,NA,"2018","ABM"
"19933",18.8732477355072,92,"Cool",19.966313172043,31,"Cool",23.531875,363,"Cool",3,0,NA,"2018","ABM"
"19938",23.6129619565217,92,"Warm",24.6956075268817,31,"Warm",27.9065833333333,363,"Warm",65,20,NA,"2018","ABM"
"19940",16.8113147644928,92,"Cold",17.5417432795699,31,"Cold",20.4311666666667,363,"Cold",0,0,NA,"2018","ABM"
"19941",17.8373057065217,92,"Cold",18.7821518817204,31,"Cool",21.13125,277,"Cold",0,0,NA,"2018","ABM"
"19955",19.132178442029,92,"Cool",20.027688172043,31,"Cool",22.5402083333333,363,"Cool",0,0,NA,"2018","ABM"
"19956",20.5456988224638,92,"Cool",21.5586706989247,31,"Cool",23.8455,363,"Cool",2,0,NA,"2018","ABM"
"19957",20.2164030797101,92,"Cool",20.4254516129032,31,"Cool",24.6443333333333,363,"Cool",7,0,NA,"2018","ABM"
