"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"16566",20.4009936594203,92,"Cool",20.6533696236559,31,"Cool",25.2977916666667,216,"Cool",5,1,NA,"2016","VOL"
"16843",18.9689433876812,92,"Cool",19.5564838709677,31,"Cool",23.9244166666667,179,"Cool",2,0,NA,"2016","VOL"
"17074",21.8709311594203,92,"Warm",23.049438172043,31,"Warm",25.7338333333333,131,"Cool",40,13,NA,"2016","VOL"
"17177",21.4120398550725,92,"Cool",22.1850080645161,31,"Cool",27.4197916666667,131,"Warm",6,2,NA,"2016","VOL"
"17269",20.5047613224638,92,"Cool",21.4546545698925,31,"Cool",24.7280833333333,216,"Cool",17,1,NA,"2016","VOL"
"17295",20.4879895833333,92,"Cool",21.3384435483871,31,"Cool",24.8164166666667,131,"Cool",14,0,NA,"2016","VOL"
"17321",19.6948423913043,92,"Cool",20.631998655914,31,"Cool",24.2013333333333,152,"Cool",3,0,NA,"2016","VOL"
"17567",20.5730163043478,92,"Cool",21.3513790322581,31,"Cool",25.145625,348,"Cool",7,1,NA,"2016","VOL"
"17759",20.4379261775362,92,"Cool",21.4381505376344,31,"Cool",24.703,131,"Cool",26,7,NA,"2016","VOL"
"17814",16.8959071557971,92,"Cold",16.8522634408602,31,"Cold",23.5519583333333,131,"Cool",1,0,NA,"2016","VOL"
"18018",18.3065182856037,76,"Cool",18.592752688172,31,"Cool",22.0866666666667,167,"Cold",0,0,1,"2016","VOL"
"18423",20.0084474637681,92,"Cool",20.8177943548387,31,"Cool",25.41925,348,"Cool",12,4,NA,"2016","VOL"
"19049",19.1851236413043,92,"Cool",20.0083655913979,31,"Cool",23.337625,145,"Cool",10,3,NA,"2016","VOL"
"19158",18.7127699275362,92,"Cool",19.4277177419355,31,"Cool",23.1115,194,"Cool",0,0,NA,"2016","VOL"
"19159",19.3069524456522,92,"Cool",20.2848696236559,31,"Cool",23.549875,194,"Cool",10,0,NA,"2016","VOL"
"19160",19.4107182971015,92,"Cool",20.0082405913979,31,"Cool",24.1646666666667,179,"Cool",2,0,NA,"2016","VOL"
"19216",23.3452450181159,92,"Warm",24.3867365591398,31,"Warm",27.36325,158,"Warm",66,23,NA,"2016","VOL"
"19217",23.9901154891304,92,"Warm",25.1432580645161,31,"Warm",27.696,158,"Warm",80,41,NA,"2016","VOL"
"19218",21.3886105072464,92,"Cool",22.2304690860215,31,"Cool",25.43775,158,"Cool",44,8,NA,"2016","VOL"
"19219",19.0191612318841,92,"Cool",19.3704462365591,31,"Cool",23.6158333333333,131,"Cool",3,0,NA,"2016","VOL"
"19220",18.7886938405797,92,"Cool",19.5525336021505,31,"Cool",22.3872916666667,131,"Cold",0,0,NA,"2016","VOL"
"19744",17.0037065217391,92,"Cold",17.365564516129,31,"Cold",24.0215416666667,185,"Cool",4,3,NA,"2016","VOL"
"19745",21.7616159638554,83,"Warm",22.2656801075269,31,"Cool",25.8499166666667,175,"Cool",7,0,1,"2016","VOL"
"19746",17.4550391566265,83,"Cold",17.73,31,"Cold",19.8932916666667,175,"Cold",0,0,1,"2016","VOL"
"19753",17.0675543478261,92,"Cold",17.8262231182796,31,"Cold",20.30625,190,"Cold",1,0,NA,"2016","VOL"
"19754",17.7700588768116,92,"Cold",18.5863306451613,31,"Cool",22.1679166666667,190,"Cold",0,0,NA,"2016","VOL"
