"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"15312",21.1742092391304,92,"Cool",22.9991801075269,31,"Warm",25.95575,250,"Cool",23,1,NA,"2019","ABM"
"15315",17.87825,92,"Cold",19.3721720430108,31,"Cool",22.143375,250,"Cold",0,0,NA,"2019","ABM"
"15479",19.7618265398551,92,"Cool",21.1628239247312,31,"Cool",23.6654583333333,251,"Cool",0,0,NA,"2019","ABM"
"15499",18.4457776268116,92,"Cool",20.1002311827957,31,"Cool",22.5826666666667,261,"Cool",0,0,NA,"2019","ABM"
"15520",16.1204714673913,92,"Cold",17.4942325268817,31,"Cold",19.5072083333333,258,"Cold",0,0,NA,"2019","ABM"
"15530",19.6294814311594,92,"Cool",21.5124314516129,31,"Cool",24.764375,253,"Cool",3,1,NA,"2019","ABM"
"15783",18.7599624094203,92,"Cool",20.4295094086022,31,"Cool",23.1694166666667,261,"Cool",2,0,NA,"2019","ABM"
"15792",13.5866286231884,92,"Cold",13.3889489247312,31,"Cold",18.215,246,"Cold",0,0,NA,"2019","ABM"
"15795",17.573326007326,91,"Cold",17.8212553763441,31,"Cold",23.10125,246,"Cool",2,0,1,"2019","ABM"
"15796",18.5534891304348,92,"Cool",20.001497311828,31,"Cool",22.3963333333333,252,"Cold",0,0,NA,"2019","ABM"
"15825",15.6961544384058,92,"Cold",15.5630672043011,31,"Cold",20.6113333333333,246,"Cold",0,0,NA,"2019","ABM"
"15964",16.1832314311594,92,"Cold",17.0498346774194,31,"Cold",20.1644583333333,246,"Cold",0,0,NA,"2019","ABM"
"16022",19.1430697463768,92,"Cool",21.0174045698925,31,"Cool",23.9964166666667,112,"Cool",2,0,NA,"2019","ABM"
"16066",21.7782193223443,91,"Warm",23.4754650537634,31,"Warm",25.49125,261,"Cool",13,0,1,"2019","ABM"
"16076",23.2766648550725,92,"Warm",25.339251344086,31,"Warm",28.1002916666667,245,"Warm",55,36,NA,"2019","ABM"
"16110",15.4088070652174,92,"Cold",17.1166048387097,31,"Cold",19.8554166666667,250,"Cold",0,0,NA,"2019","ABM"
"16119",18.4147875905797,92,"Cool",19.9114529569892,31,"Cool",23.4323333333333,250,"Cool",0,0,NA,"2019","ABM"
"16124",17.886722826087,92,"Cold",19.3649032258065,31,"Cool",22.163125,259,"Cold",0,0,NA,"2019","ABM"
"16127",16.2832436594203,92,"Cold",17.3135806451613,31,"Cold",19.0985416666667,251,"Cold",0,0,NA,"2019","ABM"
"16128",21.5215634057971,92,"Cool",23.1963978494624,31,"Warm",26.1887083333333,252,"Cool",31,5,NA,"2019","ABM"
"16139",18.6268025362319,92,"Cool",20.2004650537634,31,"Cool",22.18225,259,"Cold",0,0,NA,"2019","ABM"
"16335",19.8119782608696,92,"Cool",21.6892056451613,31,"Cool",25.0702083333333,253,"Cool",8,1,NA,"2019","ABM"
"16370",17.9474927536232,92,"Cold",19.4020497311828,31,"Cool",22.0564166666667,246,"Cold",0,0,NA,"2019","ABM"
"16387",16.7488586956522,92,"Cold",18.287689516129,31,"Cold",20.8732083333333,259,"Cold",0,0,NA,"2019","ABM"
"16431",18.6484148550725,92,"Cool",20.2736733870968,31,"Cool",22.788,253,"Cool",0,0,NA,"2019","ABM"
"16649",21.0823147644928,92,"Cool",22.8225900537634,31,"Warm",25.4005,260,"Cool",4,0,NA,"2019","ABM"
"16788",21.1117128623188,92,"Cool",22.7928225806452,31,"Warm",25.294375,260,"Cool",23,1,NA,"2019","ABM"
"16873",18.9400683876812,92,"Cool",20.8617836021505,31,"Cool",23.720625,252,"Cool",2,0,NA,"2019","ABM"
"17324",21.1968183876812,92,"Cool",22.9424502688172,31,"Warm",25.5645416666667,250,"Cool",10,0,NA,"2019","ABM"
"17365",19.7984546703297,91,"Cool",20.4486209677419,31,"Cool",25.59125,246,"Cool",5,1,1,"2019","ABM"
"18447",20.3612785326087,92,"Cool",22.0642298387097,31,"Cool",24.8988333333333,251,"Cool",6,0,NA,"2019","ABM"
"18921",17.3209574275362,92,"Cold",18.9937782258065,31,"Cool",21.8069166666667,253,"Cold",0,0,NA,"2019","ABM"
"19931",18.07753125,92,"Cold",19.6493696236559,31,"Cool",22.241125,258,"Cold",0,0,NA,"2019","ABM"
"19933",18.1039719202899,92,"Cold",19.5044596774194,31,"Cool",22.390375,250,"Cold",0,0,NA,"2019","ABM"
"19938",22.7279651268116,92,"Warm",24.5115322580645,31,"Warm",26.1123333333333,246,"Cool",37,11,NA,"2019","ABM"
"19940",16.1270928442029,92,"Cold",17.2837970430108,31,"Cold",19.4762916666667,245,"Cold",0,0,NA,"2019","ABM"
"19955",18.8224501811594,92,"Cool",20.4418091397849,31,"Cool",22.9578333333333,245,"Cool",0,0,NA,"2019","ABM"
"19956",19.9260656702899,92,"Cool",21.6636666666667,31,"Cool",24.3942083333333,245,"Cool",2,0,NA,"2019","ABM"
"19957",18.9121458333333,92,"Cool",19.6919422043011,31,"Cool",23.4729583333333,245,"Cool",0,0,NA,"2019","ABM"
"20122",18.0383414855072,92,"Cold",19.0461021505376,31,"Cool",21.753,259,"Cold",0,0,NA,"2019","ABM"
"20123",17.2980045289855,92,"Cold",18.8361021505376,31,"Cool",21.1227083333333,258,"Cold",0,0,NA,"2019","ABM"
"20124",16.9788505434783,92,"Cold",18.186,31,"Cold",21.298125,122,"Cold",0,0,NA,"2019","ABM"
"20127",18.7607395833333,92,"Cool",19.8103494623656,31,"Cool",22.7751666666667,247,"Cool",0,0,NA,"2019","ABM"
"20128",20.275147192029,92,"Cool",21.7686935483871,31,"Cool",24.8506666666667,103,"Cool",7,1,NA,"2019","ABM"
"20129",18.9778876811594,92,"Cool",20.9334959677419,31,"Cool",23.9895416666667,259,"Cool",15,1,NA,"2019","ABM"
