"staSeq","sampYr","ActivityStartDate","LAB_ID","Subsamp_Rep","Rep","Habitat","CUMDRAINAGE_SQMI","MMI","ETaxa","PTaxa","TTaxa","PctSenEPT","STaxa","AvgBCG","PctDomTaxa","LabAccession","CharacteristicName","ResultMeasureValue","ResultMeasureUnitCode","ResultDetectionConditionText","locationName","HydroID","lcYr","area_sqkm","length_km","sum_strdrf_pct","catch_strdrf_pct","slp_mean","rc_sqkm","ag","coreforest","dev","fragforest","openwater","wetland","nat"
14147,2012,2012-10-17,"6448.5-29","First",1,"Riffle",15.8494,40.8054697,2,1,4,26.29310345,6,4.175,24.56896552,"120280-010","Chloride",31.9,"ppm","","Broad Brook",201488625,2010,41.0499,58.478903652,0.450835099,0.242260572,8.86091639546644,1.09622678739778,0.301914547,0.163483298633113,0.134425635919254,0.249185299176247,0.004164026432516,0.027111432968227,0.443944057210103
14147,2014,2014-09-15,"620.1-001","First",1,"Riffle",15.8494,32.46320913,1,NA,5,23.95833333,3,4.382352941,19.79166667,"140292-001","Chloride",37.8,"ppm","","Broad Brook",201488625,2015,41.0499,58.478903652,0.450835099,0.242260572,8.86091639546644,1.09622678739778,0.303340273,0.163460668054675,0.135059292115506,0.249094776862497,0.004073504118765,0.027020910654476,0.443649859690413
14148,2008,2008-09-15,"13833","First",1,"Riffle",4.0955,46.75963342,1,NA,7,31.07344633,5,3.875,21.46892655,"080157-002","Chloride",13.5,"ppm","","Bunnell Brook",201491607,2006,10.6074,19.307662805,0.266429658,0.549672137,13.2317837543865,1.79120236815808,0.078283713,0.313134851138354,0.125394045534151,0.346847635726795,0.0069176882662,0.034500875656743,0.701401050788092
14150,2007,2007-10-18,"12123","First",1,"Riffle",25.9784,32.36827885,2,NA,6,8.612440191,4,4.09375,37.32057416,"070203-016","Chloride",62.9,"mg/L","","Byram River",201497248,2006,67.284,130.777625136,0.067524318,0.053950178,16.0032053466399,1.99155817133345,0.008273024,0.109634826805149,0.212819733716369,0.383307552068946,0.03430749682338,0.027001270648031,0.554251146345506
14150,2009,2009-09-29,"15634","First",1,"Riffle",25.9784,30.79275743,2,NA,7,5.775075988,2,4.25,27.3556231,"090208-002","Chloride",0.2,"ppm","Less Than","Byram River",201497248,2010,67.284,130.777625136,0.067524318,0.053950178,16.0032053466399,1.99155817133345,0.008273024,0.109759129329871,0.213137395723993,0.384067178608917,0.034335119606652,0.027001270648031,0.555162698193471
14153,2008,2008-09-23,"13898","First",1,"Riffle",37.2659,52.53772047,4,1,10,15.07537688,8,4.055555556,19.09547739,"080161-017","Chloride",20,"ppm","","Coginchaug River",201493772,2006,96.5187,165.388451361,0.13426558,0.093549491,8.93216360789317,1.59554573362468,0.15960539,0.244947064485082,0.148036573628489,0.258748796920115,0.011819056785371,0.056804619826757,0.572319538017325
14153,2008,2008-09-23,"13898","First",1,"Riffle",37.2659,52.53772047,4,1,10,15.07537688,8,4.055555556,19.09547739,"080161-018","Chloride",20,"ppm","","Coginchaug River",201493772,2006,96.5187,165.388451361,0.13426558,0.093549491,8.93216360789317,1.59554573362468,0.15960539,0.244947064485082,0.148036573628489,0.258748796920115,0.011819056785371,0.056804619826757,0.572319538017325
14153,2012,2012-09-17,"6448.1-11","First",1,"Riffle",37.2659,52.08903753,5,1,8,30.03952569,7,4.172413793,20.9486166,"120242-009","Chloride",25.5,"ppm","","Coginchaug River",201493772,2010,96.5187,165.388451361,0.13426558,0.093549491,8.93216360789317,1.59554573362468,0.158142445,0.247401347449471,0.149422521655438,0.257314725697786,0.011847930702599,0.056804619826757,0.573368623676613
14153,2014,2014-10-02,"620.1-086","First",1,"Riffle",37.2659,65.70282824,3,2,13,50.24630542,10,3.923076923,26.10837438,"140333-007","Chloride",32.2,"ppm","","Coginchaug River",201493772,2015,96.5187,165.388451361,0.13426558,0.093549491,8.93216360789317,1.59554573362468,0.157949952,0.246438883541867,0.150587102983638,0.256862367661213,0.011616939364774,0.056794995187681,0.571713185755535
14156,2006,2006-09-20,"9789","First",1,"Riffle",7.4651,44.63572982,4,NA,6,47.20812183,4,4.1125,38.5786802,"061236-021","Chloride",21.6,"ppm","","Comstock Brook",201496901,2006,19.3347,47.412325534,0.006175269,0.025325839,10.8782122483125,2.01709879129234,0.014219148,0.184464620262286,0.176009991833598,0.416246337128309,0.024643320363165,0.044867175865879,0.670221453619639
14158,2008,2008-10-07,"13997","First",1,"Riffle",16.8289,31.34860981,2,NA,5,6.829268293,5,4.323529412,33.17073171,"080186-007","Chloride",22.2,"ppm","","Coppermine Brook",201492736,2006,43.587,62.668530448,0.327694952,0.292418396,6.57374502685975,1.60598343542799,0.022811094,0.316775747756198,0.255761400217452,0.28665231202166,0.003474961093227,0.019272176860597,0.626175197731682
14172,2006,2006-10-11,"9979","First",1,"Riffle",5.4445,55.67560962,4,1,6,32.9787234,8,3.955357143,19.68085106,"061253-020","Chloride",33.39,"ppm","","Deep Brook",201496121,2006,14.1012,26.025042588,0.052365055,0.089497788,9.01250879433486,2.12747851246702,0.13056947,0.085025046137622,0.241102030055365,0.351173213814922,0.000263643553915,0.047851305035592,0.484313208542051
14172,2013,2013-09-26,"14262","First",1,"Riffle",5.4445,60.46218023,5,1,7,32.32323232,8,3.772727273,17.67676768,"130395-016","Chloride",41.9,"ppm","","Deep Brook",201496121,2015,14.1012,26.025042588,0.052365055,0.089497788,9.01250879433486,2.12747851246702,0.13056947,0.085881887687846,0.244002109148431,0.349854996045347,0.000329554442394,0.047785394147113,0.4838518323227
14172,2016,2016-10-21,"16-B-088","First",1,"Riffle",5.4445,58.75947091,2,1,9,51.38121547,9,4.044444444,23.75690608,"160389-015","Chloride",76.9,"ppm","NULL","Deep Brook",201496121,2015,14.1012,26.025042588,0.052365055,0.089497788,9.01250879433486,2.12747851246702,0.13056947,0.085881887687846,0.244002109148431,0.349854996045347,0.000329554442394,0.047785394147113,0.4838518323227
14174,2008,2008-10-09,"14023","First",1,"Riffle",23.6807,75.46255264,9,3,10,30.52631579,11,3.697674419,14.73684211,"080194-005","Chloride",9.1,"ppm","","East Branch Eightmile River",201494448,2006,61.3332,101.855859136,0.082018192,0.216190763,14.0713138789285,1.10869806238709,0.086433028,0.447779729811595,0.080617313866844,0.29903980129642,0.016447567698552,0.048903495486763,0.81217059429333
14174,2012,2012-10-15,"6448.5-16","First",1,"Riffle",23.6807,79.49551107,10,3,8,62.06896552,10,3.511363636,15.94827586,"120279-019","Chloride",13.4,"ppm","","East Branch Eightmile River",201494448,2010,61.3332,101.855859136,0.082018192,0.216190763,14.0713138789285,1.10869806238709,0.086629915,0.451020779063428,0.080723329496577,0.298555158417641,0.016477857878476,0.048858060216878,0.814911855576423
14174,2014,2014-10-02,"620.1-083","First",1,"Riffle",23.6807,69.75023483,7,2,8,58.68263473,7,3.535714286,20.95808383,"140333-004","Chloride",15.4,"ppm","","East Branch Eightmile River",201494448,2015,61.3332,101.855859136,0.082018192,0.216190763,14.0713138789285,1.10869806238709,0.086539044,0.451323680862664,0.081056521475738,0.299933361604168,0.015856909190041,0.048858060216878,0.815972011873751
14176,2006,2006-10-05,"9958","First",1,"Riffle",10.7308,61.15321198,7,2,7,18.61702128,8,3.791666667,20.21276596,"061251-004","Chloride",16.07,"ppm","","East Branch Naugatuck River",201491547,2006,27.7929,44.638423606,0.031458518,0.373300971,13.8252212739275,1.1873536046976,0.077293233,0.425062656641604,0.11077694235589,0.284444444444444,0.058078529657477,0.033517126148705,0.80110275689223
14176,2006,2006-10-05,"9958","First",1,"Riffle",10.7308,61.15321198,7,2,7,18.61702128,8,3.791666667,20.21276596,"061251-003","Chloride",16.07,"ppm","","East Branch Naugatuck River",201491547,2006,27.7929,44.638423606,0.031458518,0.373300971,13.8252212739275,1.1873536046976,0.077293233,0.425062656641604,0.11077694235589,0.284444444444444,0.058078529657477,0.033517126148705,0.80110275689223
14179,2006,2006-10-05,"9956","First",1,"Riffle",14.0994,41.64336043,5,NA,6,3.947368421,7,3.909090909,43.85964912,"061251-001","Chloride",34.99,"ppm","","East Branch Naugatuck River",201491670,2006,36.5175,57.39203698,0.054013522,0.120939876,15.6119867455491,2.49195591154926,0.060093586,0.344031331061492,0.225064849193836,0.263999796551549,0.045089263007985,0.027389247749352,0.680509638370378
14179,2016,2016-10-05,"16-B-040","First",1,"Riffle",14.0994,39.72776541,3,NA,4,16.23036649,8,4.325,23.56020942,"160372-001","Chloride",170.5,"ppm","NULL","East Branch Naugatuck River",201491670,2015,36.5175,57.39203698,0.054013522,0.120939876,15.6119867455491,2.49195591154926,0.060220742,0.341666242815727,0.226082091450079,0.265118763033416,0.044784090331112,0.027363816692945,0.6789329128732
14183,2006,2006-09-27,"9877","First",1,"Riffle",24.513,55.8042809,5,2,6,26.26728111,9,3.730769231,35.94470046,"061249-013","Chloride",20.12,"ppm","","East Aspetuck River",201494833,2006,63.4887,94.807942903,0.027716683,0.050331451,17.4704816605389,1.49632926804297,0.122872239,0.331498909591206,0.111031424264157,0.301187008767179,0.048256077748342,0.021969175826588,0.702911171933315
14183,2014,2014-09-23,"620.1-044","First",1,"Riffle",24.513,60.37263192,4,2,8,39.39393939,9,3.94,17.8030303,"140294-010","Chloride",36.8,"ppm","","East Aspetuck River",201494833,2015,63.4887,94.807942903,0.027716683,0.050331451,17.4704816605389,1.49632926804297,0.122886876,0.329874273670653,0.111938878562124,0.30134800872327,0.047919441476516,0.021925266747655,0.701066990618094
14183,2016,2016-10-18,"16-B-081","First",1,"Riffle",24.513,59.01245619,4,3,6,47.3354232,7,3.909090909,21.63009404,"160389-008","Chloride",46.6,"ppm","NULL","East Aspetuck River",201494833,2015,63.4887,94.807942903,0.027716683,0.050331451,17.4704816605389,1.49632926804297,0.122886876,0.329874273670653,0.111938878562124,0.30134800872327,0.047919441476516,0.021925266747655,0.701066990618094
14186,2006,2006-09-19,"9751","First",1,"Riffle",17.935,68.06528797,5,2,10,47.86729858,9,3.8,15.16587678,"061253-009","Chloride",17.39,"ppm","","Eightmile Brook",201496076,2006,46.4517,80.62188238,0.09368902,0.145650745,22.8649338274153,1.57152483116872,0.050110022,0.271354270854171,0.15631126225245,0.38625725145029,0.031986397279456,0.054370874174835,0.743968793758752
14186,2016,2016-10-28,"16-B-115","First",1,"Riffle",17.935,79.83488287,7,2,10,66.46706587,10,3.379310345,17.36526946,"160399-014","Chloride",49.2,"ppm","NULL","Eightmile Brook",201496076,2015,46.4517,80.62188238,0.09368902,0.145650745,22.8649338274153,1.57152483116872,0.05005001,0.273494698939788,0.159111822364473,0.386897379475895,0.031926385277055,0.054330866173235,0.746649329865973
14187,2008,2008-10-09,"14022","First",1,"Riffle",44.445,74.71281959,9,2,10,48.73417722,8,3.472222222,13.92405063,"080194-004","Chloride",7.9,"ppm","","Eightmile River",201494447,2006,115.1127,190.972986342,0.078937677,0.872985782,5.99386453392557,0.999020959459729,0.058817357,0.508216834016724,0.075251025086366,0.279614502954186,0.018362767571756,0.043771994963355,0.849966099506021
14187,2012,2012-10-15,"6448.5-15","First",1,"Riffle",44.445,77.05500517,10,3,8,55.77689243,9,3.546511628,12.74900398,"120279-018","Chloride",10.7,"ppm","","Eightmile River",201494447,2010,115.1127,190.972986342,0.078937677,0.872985782,5.99386453392557,0.999020959459729,0.058962645,0.508676912149291,0.075509314564298,0.280970522713331,0.018370839117941,0.043747780324799,0.851766054305362
14188,2003,2003-10-17,"4770","First",1,"Riffle",15.1214,69.96231496,7,3,7,40.77669903,10,3.858974359,16.01941748,"03407-02","Chloride",27.2,"ppm","","Eightmile River",201493812,2002,39.1644,53.302784047,0.295964336,0.184353723,6.6285681362249,0.842601954836535,0.029927907,0.324701195219123,0.21084708783912,0.268236577499526,0.015129956365016,0.031089926010245,0.63915765509391
14195,2006,2006-09-19,"9753","First",1,"Riffle",24.7493,50.66728414,5,1,6,25.13368984,7,3.88,28.34224599,"061253-011","Chloride",34.34,"ppm","","Farmill River",201496584,2006,64.1007,105.903553041,0.084138714,0.111656037,15.6753733401977,2.35566850284006,0.04891832,0.089041195137148,0.31323084056627,0.357903583382841,0.014519003665976,0.025531421616217,0.486995203802182
14195,2008,2008-10-02,"13969","First",1,"Riffle",24.7493,57.45882581,5,1,8,38.38862559,10,4.04,29.85781991,"080177-009","Chloride",26.6,"ppm","","Farmill River",201496584,2006,64.1007,105.903553041,0.084138714,0.111656037,15.6753733401977,2.35566850284006,0.04891832,0.089041195137148,0.31323084056627,0.357903583382841,0.014519003665976,0.025531421616217,0.486995203802182
14195,2013,2013-09-26,"14264","First",1,"Riffle",24.7493,47.30354968,4,NA,6,60.43956044,6,4.166666667,38.46153846,"130395-013","Chloride",53.2,"ppm","","Farmill River",201496584,2015,64.1007,105.903553041,0.084138714,0.111656037,15.6753733401977,2.35566850284006,0.048498109,0.08833118397983,0.315056583542231,0.356280700737542,0.014069812933795,0.025487951545361,0.484169649196528
14195,2016,2016-10-11,"16-B-061","First",1,"Riffle",24.7493,53.31825185,3,2,8,39.408867,7,4.05,26.60098522,"160372-022","Chloride",48.2,"ppm","NULL","Farmill River",201496584,2015,64.1007,105.903553041,0.084138714,0.111656037,15.6753733401977,2.35566850284006,0.048498109,0.08833118397983,0.315056583542231,0.356280700737542,0.014069812933795,0.025487951545361,0.484169649196528
14199,2015,2015-10-01,"620.2-091","First",1,"Riffle",14.0177,64.13719422,6,1,7,61.57635468,9,3.735294118,33.00492611,"150413-013","Chloride",19.3,"ppm","","Fenton River",201488607,2015,36.306,72.540066979,0.045836404,0.096059291,12.111788516117,1.81788134192695,0.043335808,0.512043412598869,0.073207566488341,0.303888192080272,0.020349655719661,0.028796682622162,0.865077943020964
14201,2007,2007-10-17,"12119","First",1,"Riffle",6.3827,34.06995088,1,NA,5,22.22222222,3,4.230769231,26.79738562,"070203-014","Chloride",56.8,"mg/L","","Five Mile River",201497080,2006,16.5312,27.485100266,0.081233782,0.253966412,9.16437354497449,2.6011420828494,0.009102658,0.024442321739619,0.359498791931224,0.288644153509018,0.00932741473282,0.017924369275721,0.340338259257178
14202,2007,2007-10-17,"12120","First",1,"Riffle",6.3827,33.89642637,1,NA,5,4.225352113,5,4.153846154,27.23004695,"070203-013","Chloride",70.7,"mg/L","","Five Mile River",201497080,2006,16.5312,27.485100266,0.081233782,0.253966412,9.16437354497449,2.6011420828494,0.009102658,0.024442321739619,0.359498791931224,0.288644153509018,0.00932741473282,0.017924369275721,0.340338259257178
14206,2007,2007-09-18,"11843","First",1,"Riffle",109.0778,53.33507644,5,2,7,22.72727273,8,4,25.6684492,"070177-013","Chloride",53.2,"ppm","","French River",201486242,2006,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.048062505,0.283603635598348,0.170948096703759,0.321965511798595,0.064306947623182,0.069630784205403,0.739506879225528
14206,2009,2009-10-22,"15762","First",1,"Riffle",109.0778,66.23788151,5,3,11,46.35036496,7,3.896551724,15.69343066,"090252-005","Chloride",37.1,"ppm","","French River",201486242,2010,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.047332492,0.282331044642622,0.17198063820272,0.322938863020546,0.064461500013153,0.069617630810512,0.739349038486833
14206,2012,2012-09-25,"6448.2-9","First",1,"Riffle",109.0778,59.0657609,6,1,8,28.16901408,10,3.962962963,18.77934272,"120250-004","Chloride",48.4,"ppm","","French River",201486242,2010,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.047332492,0.282331044642622,0.17198063820272,0.322938863020546,0.064461500013153,0.069617630810512,0.739349038486833
14206,2014,2014-09-24,"620.1-056","First",1,"Riffle",109.0778,64.23939877,6,3,9,28.13852814,8,3.596153846,26.83982684,"140293-003","Chloride",77,"ppm","","French River",201486242,2015,282.5118,516.410721099,0.179821622,0.186453624,9.22295247222163,0.138047331120328,0.046763607,0.278723726093705,0.173463683476705,0.324882277115724,0.063840002104543,0.069551863836056,0.736997869150028
14207,2009,2009-10-22,"15758","First",1,"Riffle",94.3369,52.86257497,4,2,8,60.18099548,4,3.934782609,38.46153846,"090252-001","Chloride",36.8,"ppm","","French River",201484922,2010,244.3329,456.238148789,0.188638441,0.333845268,10.2999390241151,0,0.050810983,0.271726980312835,0.172378656649456,0.319781456500414,0.071110283102801,0.06894690016501,0.73156562008106
14207,2012,2012-09-25,"6448.2-8","First",1,"Riffle",94.3369,49.64087699,5,NA,7,39.21568627,6,3.925,26.96078431,"120250-003","Chloride",49.7,"ppm","","French River",201484922,2010,244.3329,456.238148789,0.188638441,0.333845268,10.2999390241151,0,0.050810983,0.271726980312835,0.172378656649456,0.319781456500414,0.071110283102801,0.06894690016501,0.73156562008106
14207,2014,2014-09-24,"620.1-054","First",1,"Riffle",94.3369,53.96048621,2,3,9,22.22222222,8,3.961538462,21.85185185,"140293-001","Chloride",72.2,"ppm","","French River",201484922,2015,244.3329,456.238148789,0.188638441,0.333845268,10.2999390241151,0,0.050198849,0.269035108397272,0.173907092398123,0.321017132167869,0.07043731512391,0.068878462743428,0.729368018432479
14209,2006,2006-10-24,"10033","First",1,"Riffle",5.2798,54.03166909,3,2,7,59.3220339,3,3.625,46.32768362,"061270-006","Chloride",26.82,"ppm","","Fulling Mill Brook",201495008,2006,13.6746,19.428420914,0.377797344,0.714796603,14.6685665886031,2.12072016731751,0.010116097,0.096612125738339,0.342793129200896,0.396157240817435,0.004277276121936,0.024509471111413,0.521556113789123
14209,2013,2013-09-23,"14266","First",1,"Riffle",5.2798,43.08270952,4,1,7,9.205020921,6,3.970588235,53.13807531,"130377-034","Chloride",32.1,"ppm","","Fulling Mill Brook",201495008,2015,13.6746,19.428420914,0.377797344,0.714796603,14.6685665886031,2.12072016731751,0.010048204,0.090705411093761,0.34503360716953,0.393848869577025,0.00420938285016,0.024509471111413,0.513273134632359
14209,2016,2016-10-28,"16-B-113","First",1,"Riffle",5.2798,42.9206609,3,1,8,11.76470588,4,3.789473684,49.01960784,"160399-012","Chloride",51.6,"ppm","NULL","Fulling Mill Brook",201495008,2015,13.6746,19.428420914,0.377797344,0.714796603,14.6685665886031,2.12072016731751,0.010048204,0.090705411093761,0.34503360716953,0.393848869577025,0.00420938285016,0.024509471111413,0.513273134632359
14221,2007,2007-10-02,"12065","First",1,"Riffle",22.37,66.22461161,4,2,9,60.33519553,6,3.55,13.40782123,"070195-017","Chloride",8,"ppm","","Hammonasset River",201495759,2006,57.9384,124.250931086,0.071384451,0.062968165,12.3315913822779,1.07010203940737,0.015970752,0.5607081008274,0.070248861522673,0.274084407671092,0.028461933166571,0.083381438009108,0.946635879674171
14221,2013,2013-10-16,"14270","First",1,"Riffle",22.37,73.89793388,5,3,11,60.84656085,10,3.515151515,34.92063492,"130406-018","Chloride",9.8,"ppm","","Hammonasset River",201495759,2015,57.9384,124.250931086,0.071384451,0.062968165,12.3315913822779,1.07010203940737,0.015762299,0.568292604707844,0.070665768712719,0.26869668398435,0.014238984029248,0.097267654416009,0.948495927137451
14221,2016,2016-10-25,"16-B-098","First",1,"Riffle",22.37,58.61914921,4,2,6,53.4591195,5,3.62962963,18.23899371,"160390-006","Chloride",15.3,"ppm","NULL","Hammonasset River",201495759,2015,57.9384,124.250931086,0.071384451,0.062968165,12.3315913822779,1.07010203940737,0.015762299,0.568292604707844,0.070665768712719,0.26869668398435,0.014238984029248,0.097267654416009,0.948495927137451
14222,2006,2006-10-06,"9967","First",1,"Riffle",15.4185,40.01121776,3,1,6,7.329842932,5,4.068181818,28.79581152,"061253-013","Chloride",20.47,"ppm","","Hancock Brook",201494223,2006,39.9339,59.847057846,0.094571251,0.158878677,14.4857583096273,1.22702766321346,0.023517097,0.406024656896953,0.176668992789021,0.298348453128635,0.021167713421726,0.015794370783903,0.741335194231217
14223,2006,2006-10-06,"9966","First",1,"Riffle",15.4185,47.29188698,3,2,6,11.11111111,7,4.057692308,21.21212121,"061253-012","Chloride",18.91,"ppm","","Hancock Brook",201494223,2006,39.9339,59.847057846,0.094571251,0.158878677,14.4857583096273,1.22702766321346,0.023517097,0.406024656896953,0.176668992789021,0.298348453128635,0.021167713421726,0.015794370783903,0.741335194231217
14226,2007,2007-10-04,"12086","First",1,"Riffle",11.9544,27.45322614,2,NA,4,2.739726027,4,4.402777778,35.61643836,"070202-012","Chloride",64.5,"ppm","","Harbor Brook",201494376,2006,30.9618,33.81591537,0.148274177,0.119372103,9.74526138382021,2.80991415227797,0.055395511,0.095546753090865,0.471281958948506,0.1681670867843,0.019325411115112,0.036130116432601,0.319169367422878
14226,2013,2013-10-07,"14272","First",1,"Riffle",11.9544,22.16232909,NA,NA,5,2.192982456,3,4.461538462,33.77192982,"130395-054","Chloride",43.2,"ppm","","Harbor Brook",201494376,2015,30.9618,33.81591537,0.148274177,0.119372103,9.74526138382021,2.80991415227797,0.055365502,0.094526467410875,0.471912135397911,0.168527187612532,0.019205377505702,0.036130116432601,0.31838914896171
14226,2016,2016-09-21,"16-B-009","First",1,"Riffle",11.9544,29.75448689,2,NA,4,6.666666667,5,4.236842105,42.38095238,"160349-010","Chloride",102.5,"ppm","NULL","Harbor Brook",201494376,2015,30.9618,33.81591537,0.148274177,0.119372103,9.74526138382021,2.80991415227797,0.055365502,0.094526467410875,0.471912135397911,0.168527187612532,0.019205377505702,0.036130116432601,0.31838914896171
14235,2008,2008-10-06,"13981","First",1,"Riffle",75.4456,15.95399345,1,1,1,3.571428571,4,4.447368421,70.53571429,"080185-001","Chloride",48.8,"ppm","","Hockanum River",201490886,2006,195.4044,271.48656748,0.317564237,0.042711882,5.40118067367956,1.53527760889724,0.064019665,0.169855367382064,0.334105151051225,0.257310080541635,0.020867605526659,0.032169108907125,0.480202162357483
14235,2010,2010-09-23,"22692","First",1,"Riffle",75.4456,15.20213192,1,NA,2,9.482758621,2,4.428571429,61.20689655,"100283-014","Chloride",86.5,"ppm","","Hockanum River",201490886,2010,195.4044,271.48656748,0.317564237,0.042711882,5.40118067367956,1.53527760889724,0.064186073,0.168405237583561,0.335674143947966,0.257214990063045,0.020896132670236,0.032050245808887,0.478566606125729
