Date Time,Temp,UOM,ProbeID,SID,Collector,Probe Type
6/3/2017 22:00,18.652,deg C,10121933,19842, VOL,HOBO
6/3/2017 23:00,18.152,deg C,10121933,19842, VOL,HOBO
6/4/2017 0:00,17.796,deg C,10121933,19842, VOL,HOBO
6/4/2017 1:00,17.534,deg C,10121933,19842, VOL,HOBO
6/4/2017 2:00,17.249,deg C,10121933,19842, VOL,HOBO
6/4/2017 3:00,17.011,deg C,10121933,19842, VOL,HOBO
6/4/2017 4:00,16.773,deg C,10121933,19842, VOL,HOBO
6/4/2017 5:00,16.534,deg C,10121933,19842, VOL,HOBO
6/4/2017 6:00,16.439,deg C,10121933,19842, VOL,HOBO
6/4/2017 7:00,16.392,deg C,10121933,19842, VOL,HOBO
6/4/2017 8:00,16.582,deg C,10121933,19842, VOL,HOBO
6/4/2017 9:00,16.987,deg C,10121933,19842, VOL,HOBO
6/4/2017 10:00,17.51,deg C,10121933,19842, VOL,HOBO
6/4/2017 11:00,18.033,deg C,10121933,19842, VOL,HOBO
6/4/2017 12:00,18.652,deg C,10121933,19842, VOL,HOBO
6/4/2017 13:00,18.961,deg C,10121933,19842, VOL,HOBO
6/4/2017 14:00,19.056,deg C,10121933,19842, VOL,HOBO
6/4/2017 15:00,18.961,deg C,10121933,19842, VOL,HOBO
6/4/2017 16:00,18.866,deg C,10121933,19842, VOL,HOBO
6/4/2017 17:00,18.675,deg C,10121933,19842, VOL,HOBO
6/4/2017 18:00,18.438,deg C,10121933,19842, VOL,HOBO
6/4/2017 19:00,18.152,deg C,10121933,19842, VOL,HOBO
6/4/2017 20:00,17.938,deg C,10121933,19842, VOL,HOBO
6/4/2017 21:00,17.819,deg C,10121933,19842, VOL,HOBO
6/4/2017 22:00,17.748,deg C,10121933,19842, VOL,HOBO
6/4/2017 23:00,17.605,deg C,10121933,19842, VOL,HOBO
6/5/2017 0:00,17.534,deg C,10121933,19842, VOL,HOBO
6/5/2017 1:00,17.439,deg C,10121933,19842, VOL,HOBO
6/5/2017 2:00,17.296,deg C,10121933,19842, VOL,HOBO
6/5/2017 3:00,17.201,deg C,10121933,19842, VOL,HOBO
6/5/2017 4:00,17.106,deg C,10121933,19842, VOL,HOBO
6/5/2017 5:00,17.082,deg C,10121933,19842, VOL,HOBO
6/5/2017 6:00,17.106,deg C,10121933,19842, VOL,HOBO
6/5/2017 7:00,17.058,deg C,10121933,19842, VOL,HOBO
6/5/2017 8:00,17.058,deg C,10121933,19842, VOL,HOBO
6/5/2017 9:00,17.13,deg C,10121933,19842, VOL,HOBO
6/5/2017 10:00,17.249,deg C,10121933,19842, VOL,HOBO
6/5/2017 11:00,17.368,deg C,10121933,19842, VOL,HOBO
6/5/2017 12:00,17.463,deg C,10121933,19842, VOL,HOBO
6/5/2017 13:00,17.534,deg C,10121933,19842, VOL,HOBO
6/5/2017 14:00,17.582,deg C,10121933,19842, VOL,HOBO
6/5/2017 15:00,17.582,deg C,10121933,19842, VOL,HOBO
6/5/2017 16:00,17.629,deg C,10121933,19842, VOL,HOBO
6/5/2017 17:00,17.629,deg C,10121933,19842, VOL,HOBO
6/5/2017 18:00,17.558,deg C,10121933,19842, VOL,HOBO
6/5/2017 19:00,17.486,deg C,10121933,19842, VOL,HOBO
6/5/2017 20:00,17.391,deg C,10121933,19842, VOL,HOBO
6/5/2017 21:00,17.249,deg C,10121933,19842, VOL,HOBO
6/5/2017 22:00,17.082,deg C,10121933,19842, VOL,HOBO
6/5/2017 23:00,16.963,deg C,10121933,19842, VOL,HOBO
6/6/2017 0:00,16.844,deg C,10121933,19842, VOL,HOBO
6/6/2017 1:00,16.749,deg C,10121933,19842, VOL,HOBO
6/6/2017 2:00,16.606,deg C,10121933,19842, VOL,HOBO
6/6/2017 3:00,16.487,deg C,10121933,19842, VOL,HOBO
6/6/2017 4:00,16.392,deg C,10121933,19842, VOL,HOBO
6/6/2017 5:00,16.272,deg C,10121933,19842, VOL,HOBO
6/6/2017 6:00,16.153,deg C,10121933,19842, VOL,HOBO
6/6/2017 7:00,16.01,deg C,10121933,19842, VOL,HOBO
6/6/2017 8:00,15.843,deg C,10121933,19842, VOL,HOBO
6/6/2017 9:00,15.7,deg C,10121933,19842, VOL,HOBO
6/6/2017 10:00,15.629,deg C,10121933,19842, VOL,HOBO
6/6/2017 11:00,15.461,deg C,10121933,19842, VOL,HOBO
6/6/2017 12:00,15.629,deg C,10121933,19842, VOL,HOBO
6/6/2017 13:00,15.629,deg C,10121933,19842, VOL,HOBO
6/6/2017 14:00,15.581,deg C,10121933,19842, VOL,HOBO
6/6/2017 15:00,15.581,deg C,10121933,19842, VOL,HOBO
6/6/2017 16:00,15.509,deg C,10121933,19842, VOL,HOBO
6/6/2017 17:00,15.366,deg C,10121933,19842, VOL,HOBO
6/6/2017 18:00,15.39,deg C,10121933,19842, VOL,HOBO
6/6/2017 19:00,15.438,deg C,10121933,19842, VOL,HOBO
6/6/2017 20:00,15.414,deg C,10121933,19842, VOL,HOBO
6/6/2017 21:00,15.366,deg C,10121933,19842, VOL,HOBO
6/6/2017 22:00,15.342,deg C,10121933,19842, VOL,HOBO
6/6/2017 23:00,15.294,deg C,10121933,19842, VOL,HOBO
6/7/2017 0:00,15.247,deg C,10121933,19842, VOL,HOBO
6/7/2017 1:00,15.199,deg C,10121933,19842, VOL,HOBO
6/7/2017 2:00,15.151,deg C,10121933,19842, VOL,HOBO
6/7/2017 3:00,15.127,deg C,10121933,19842, VOL,HOBO
6/7/2017 4:00,15.079,deg C,10121933,19842, VOL,HOBO
6/7/2017 5:00,15.008,deg C,10121933,19842, VOL,HOBO
6/7/2017 6:00,14.96,deg C,10121933,19842, VOL,HOBO
6/7/2017 7:00,14.984,deg C,10121933,19842, VOL,HOBO
6/7/2017 8:00,15.055,deg C,10121933,19842, VOL,HOBO
6/7/2017 9:00,15.199,deg C,10121933,19842, VOL,HOBO
6/7/2017 10:00,15.509,deg C,10121933,19842, VOL,HOBO
6/7/2017 11:00,15.915,deg C,10121933,19842, VOL,HOBO
6/7/2017 12:00,16.415,deg C,10121933,19842, VOL,HOBO
6/7/2017 13:00,16.963,deg C,10121933,19842, VOL,HOBO
6/7/2017 14:00,17.629,deg C,10121933,19842, VOL,HOBO
6/7/2017 15:00,18.295,deg C,10121933,19842, VOL,HOBO
6/7/2017 16:00,18.842,deg C,10121933,19842, VOL,HOBO
6/7/2017 17:00,19.222,deg C,10121933,19842, VOL,HOBO
6/7/2017 18:00,19.389,deg C,10121933,19842, VOL,HOBO
6/7/2017 19:00,19.318,deg C,10121933,19842, VOL,HOBO
6/7/2017 20:00,19.127,deg C,10121933,19842, VOL,HOBO
6/7/2017 21:00,18.771,deg C,10121933,19842, VOL,HOBO
6/7/2017 22:00,18.343,deg C,10121933,19842, VOL,HOBO
6/7/2017 23:00,17.938,deg C,10121933,19842, VOL,HOBO
6/8/2017 0:00,17.534,deg C,10121933,19842, VOL,HOBO
6/8/2017 1:00,17.153,deg C,10121933,19842, VOL,HOBO
6/8/2017 2:00,16.773,deg C,10121933,19842, VOL,HOBO
6/8/2017 3:00,16.463,deg C,10121933,19842, VOL,HOBO
6/8/2017 4:00,16.177,deg C,10121933,19842, VOL,HOBO
6/8/2017 5:00,15.843,deg C,10121933,19842, VOL,HOBO
6/8/2017 6:00,15.652,deg C,10121933,19842, VOL,HOBO
6/8/2017 7:00,15.581,deg C,10121933,19842, VOL,HOBO
6/8/2017 8:00,15.724,deg C,10121933,19842, VOL,HOBO
6/8/2017 9:00,16.129,deg C,10121933,19842, VOL,HOBO
6/8/2017 10:00,16.606,deg C,10121933,19842, VOL,HOBO
6/8/2017 11:00,17.32,deg C,10121933,19842, VOL,HOBO
6/8/2017 12:00,18.152,deg C,10121933,19842, VOL,HOBO
6/8/2017 13:00,19.032,deg C,10121933,19842, VOL,HOBO
6/8/2017 14:00,19.627,deg C,10121933,19842, VOL,HOBO
6/8/2017 15:00,20.031,deg C,10121933,19842, VOL,HOBO
6/8/2017 16:00,20.079,deg C,10121933,19842, VOL,HOBO
6/8/2017 17:00,19.936,deg C,10121933,19842, VOL,HOBO
6/8/2017 18:00,19.603,deg C,10121933,19842, VOL,HOBO
6/8/2017 19:00,19.27,deg C,10121933,19842, VOL,HOBO
6/8/2017 20:00,18.889,deg C,10121933,19842, VOL,HOBO
6/8/2017 21:00,18.509,deg C,10121933,19842, VOL,HOBO
6/8/2017 22:00,18.176,deg C,10121933,19842, VOL,HOBO
6/8/2017 23:00,17.891,deg C,10121933,19842, VOL,HOBO
6/9/2017 0:00,17.653,deg C,10121933,19842, VOL,HOBO
6/9/2017 1:00,17.463,deg C,10121933,19842, VOL,HOBO
6/9/2017 2:00,17.249,deg C,10121933,19842, VOL,HOBO
6/9/2017 3:00,17.082,deg C,10121933,19842, VOL,HOBO
6/9/2017 4:00,16.915,deg C,10121933,19842, VOL,HOBO
6/9/2017 5:00,16.725,deg C,10121933,19842, VOL,HOBO
6/9/2017 6:00,16.606,deg C,10121933,19842, VOL,HOBO
6/9/2017 7:00,16.63,deg C,10121933,19842, VOL,HOBO
6/9/2017 8:00,16.701,deg C,10121933,19842, VOL,HOBO
6/9/2017 9:00,16.844,deg C,10121933,19842, VOL,HOBO
6/9/2017 10:00,17.011,deg C,10121933,19842, VOL,HOBO
6/9/2017 11:00,17.344,deg C,10121933,19842, VOL,HOBO
6/9/2017 12:00,17.843,deg C,10121933,19842, VOL,HOBO
6/9/2017 13:00,18.557,deg C,10121933,19842, VOL,HOBO
6/9/2017 14:00,19.199,deg C,10121933,19842, VOL,HOBO
6/9/2017 15:00,19.722,deg C,10121933,19842, VOL,HOBO
6/9/2017 16:00,20.15,deg C,10121933,19842, VOL,HOBO
6/9/2017 17:00,20.222,deg C,10121933,19842, VOL,HOBO
6/9/2017 18:00,20.15,deg C,10121933,19842, VOL,HOBO
6/9/2017 19:00,20.103,deg C,10121933,19842, VOL,HOBO
6/9/2017 20:00,19.96,deg C,10121933,19842, VOL,HOBO
6/9/2017 21:00,19.674,deg C,10121933,19842, VOL,HOBO
6/9/2017 22:00,19.413,deg C,10121933,19842, VOL,HOBO
6/9/2017 23:00,19.175,deg C,10121933,19842, VOL,HOBO
6/10/2017 0:00,18.842,deg C,10121933,19842, VOL,HOBO
6/10/2017 1:00,18.533,deg C,10121933,19842, VOL,HOBO
6/10/2017 2:00,18.224,deg C,10121933,19842, VOL,HOBO
6/10/2017 3:00,17.938,deg C,10121933,19842, VOL,HOBO
6/10/2017 4:00,17.748,deg C,10121933,19842, VOL,HOBO
6/10/2017 5:00,17.629,deg C,10121933,19842, VOL,HOBO
6/10/2017 6:00,17.486,deg C,10121933,19842, VOL,HOBO
6/10/2017 7:00,17.463,deg C,10121933,19842, VOL,HOBO
6/10/2017 8:00,17.653,deg C,10121933,19842, VOL,HOBO
6/10/2017 9:00,18.081,deg C,10121933,19842, VOL,HOBO
6/10/2017 10:00,18.675,deg C,10121933,19842, VOL,HOBO
6/10/2017 11:00,19.27,deg C,10121933,19842, VOL,HOBO
6/10/2017 12:00,20.007,deg C,10121933,19842, VOL,HOBO
6/10/2017 13:00,20.65,deg C,10121933,19842, VOL,HOBO
6/10/2017 14:00,21.103,deg C,10121933,19842, VOL,HOBO
6/10/2017 15:00,21.485,deg C,10121933,19842, VOL,HOBO
6/10/2017 16:00,21.748,deg C,10121933,19842, VOL,HOBO
6/10/2017 17:00,21.915,deg C,10121933,19842, VOL,HOBO
6/10/2017 18:00,21.795,deg C,10121933,19842, VOL,HOBO
6/10/2017 19:00,21.604,deg C,10121933,19842, VOL,HOBO
6/10/2017 20:00,21.342,deg C,10121933,19842, VOL,HOBO
6/10/2017 21:00,21.008,deg C,10121933,19842, VOL,HOBO
6/10/2017 22:00,20.698,deg C,10121933,19842, VOL,HOBO
6/10/2017 23:00,20.436,deg C,10121933,19842, VOL,HOBO
6/11/2017 0:00,20.198,deg C,10121933,19842, VOL,HOBO
6/11/2017 1:00,20.007,deg C,10121933,19842, VOL,HOBO
6/11/2017 2:00,19.817,deg C,10121933,19842, VOL,HOBO
6/11/2017 3:00,19.603,deg C,10121933,19842, VOL,HOBO
6/11/2017 4:00,19.389,deg C,10121933,19842, VOL,HOBO
6/11/2017 5:00,19.151,deg C,10121933,19842, VOL,HOBO
6/11/2017 6:00,18.937,deg C,10121933,19842, VOL,HOBO
6/11/2017 7:00,18.842,deg C,10121933,19842, VOL,HOBO
6/11/2017 8:00,18.961,deg C,10121933,19842, VOL,HOBO
6/11/2017 9:00,19.365,deg C,10121933,19842, VOL,HOBO
6/11/2017 10:00,19.841,deg C,10121933,19842, VOL,HOBO
6/11/2017 11:00,20.341,deg C,10121933,19842, VOL,HOBO
6/11/2017 12:00,20.913,deg C,10121933,19842, VOL,HOBO
6/11/2017 13:00,21.557,deg C,10121933,19842, VOL,HOBO
6/11/2017 14:00,22.202,deg C,10121933,19842, VOL,HOBO
6/11/2017 15:00,22.681,deg C,10121933,19842, VOL,HOBO
6/11/2017 16:00,22.896,deg C,10121933,19842, VOL,HOBO
6/11/2017 17:00,23.112,deg C,10121933,19842, VOL,HOBO
6/11/2017 18:00,23.136,deg C,10121933,19842, VOL,HOBO
6/11/2017 19:00,23.04,deg C,10121933,19842, VOL,HOBO
6/11/2017 20:00,22.776,deg C,10121933,19842, VOL,HOBO
6/11/2017 21:00,22.441,deg C,10121933,19842, VOL,HOBO
6/11/2017 22:00,22.058,deg C,10121933,19842, VOL,HOBO
6/11/2017 23:00,21.724,deg C,10121933,19842, VOL,HOBO
6/12/2017 0:00,21.437,deg C,10121933,19842, VOL,HOBO
6/12/2017 1:00,21.175,deg C,10121933,19842, VOL,HOBO
6/12/2017 2:00,20.96,deg C,10121933,19842, VOL,HOBO
6/12/2017 3:00,20.746,deg C,10121933,19842, VOL,HOBO
6/12/2017 4:00,20.484,deg C,10121933,19842, VOL,HOBO
6/12/2017 5:00,20.246,deg C,10121933,19842, VOL,HOBO
6/12/2017 6:00,20.126,deg C,10121933,19842, VOL,HOBO
6/12/2017 7:00,20.15,deg C,10121933,19842, VOL,HOBO
6/12/2017 8:00,20.341,deg C,10121933,19842, VOL,HOBO
6/12/2017 9:00,20.722,deg C,10121933,19842, VOL,HOBO
6/12/2017 10:00,21.223,deg C,10121933,19842, VOL,HOBO
6/12/2017 11:00,21.843,deg C,10121933,19842, VOL,HOBO
6/12/2017 12:00,22.609,deg C,10121933,19842, VOL,HOBO
6/12/2017 13:00,23.4,deg C,10121933,19842, VOL,HOBO
6/12/2017 14:00,23.978,deg C,10121933,19842, VOL,HOBO
6/12/2017 15:00,24.436,deg C,10121933,19842, VOL,HOBO
6/12/2017 16:00,24.677,deg C,10121933,19842, VOL,HOBO
6/12/2017 17:00,24.798,deg C,10121933,19842, VOL,HOBO
6/12/2017 18:00,24.774,deg C,10121933,19842, VOL,HOBO
6/12/2017 19:00,24.605,deg C,10121933,19842, VOL,HOBO
6/12/2017 20:00,24.363,deg C,10121933,19842, VOL,HOBO
6/12/2017 21:00,24.002,deg C,10121933,19842, VOL,HOBO
6/12/2017 22:00,23.617,deg C,10121933,19842, VOL,HOBO
6/12/2017 23:00,23.28,deg C,10121933,19842, VOL,HOBO
6/13/2017 0:00,22.968,deg C,10121933,19842, VOL,HOBO
6/13/2017 1:00,22.705,deg C,10121933,19842, VOL,HOBO
6/13/2017 2:00,22.441,deg C,10121933,19842, VOL,HOBO
6/13/2017 3:00,22.25,deg C,10121933,19842, VOL,HOBO
6/13/2017 4:00,22.106,deg C,10121933,19842, VOL,HOBO
6/13/2017 5:00,21.939,deg C,10121933,19842, VOL,HOBO
6/13/2017 6:00,21.795,deg C,10121933,19842, VOL,HOBO
6/13/2017 7:00,21.748,deg C,10121933,19842, VOL,HOBO
6/13/2017 8:00,21.843,deg C,10121933,19842, VOL,HOBO
6/13/2017 9:00,22.154,deg C,10121933,19842, VOL,HOBO
6/13/2017 10:00,22.681,deg C,10121933,19842, VOL,HOBO
6/13/2017 11:00,23.256,deg C,10121933,19842, VOL,HOBO
6/13/2017 12:00,23.905,deg C,10121933,19842, VOL,HOBO
6/13/2017 13:00,24.436,deg C,10121933,19842, VOL,HOBO
6/13/2017 14:00,24.823,deg C,10121933,19842, VOL,HOBO
6/13/2017 15:00,24.992,deg C,10121933,19842, VOL,HOBO
6/13/2017 16:00,25.283,deg C,10121933,19842, VOL,HOBO
6/13/2017 17:00,25.428,deg C,10121933,19842, VOL,HOBO
6/13/2017 18:00,25.38,deg C,10121933,19842, VOL,HOBO
6/13/2017 19:00,25.234,deg C,10121933,19842, VOL,HOBO
6/13/2017 20:00,25.089,deg C,10121933,19842, VOL,HOBO
6/13/2017 21:00,24.847,deg C,10121933,19842, VOL,HOBO
6/13/2017 22:00,24.557,deg C,10121933,19842, VOL,HOBO
6/13/2017 23:00,24.291,deg C,10121933,19842, VOL,HOBO
6/14/2017 0:00,24.122,deg C,10121933,19842, VOL,HOBO
6/14/2017 1:00,23.954,deg C,10121933,19842, VOL,HOBO
6/14/2017 2:00,23.809,deg C,10121933,19842, VOL,HOBO
6/14/2017 3:00,23.641,deg C,10121933,19842, VOL,HOBO
6/14/2017 4:00,23.448,deg C,10121933,19842, VOL,HOBO
6/14/2017 5:00,23.208,deg C,10121933,19842, VOL,HOBO
6/14/2017 6:00,22.968,deg C,10121933,19842, VOL,HOBO
6/14/2017 7:00,22.8,deg C,10121933,19842, VOL,HOBO
6/14/2017 8:00,22.729,deg C,10121933,19842, VOL,HOBO
6/14/2017 9:00,22.729,deg C,10121933,19842, VOL,HOBO
6/14/2017 10:00,22.896,deg C,10121933,19842, VOL,HOBO
6/14/2017 11:00,23.208,deg C,10121933,19842, VOL,HOBO
6/14/2017 12:00,23.641,deg C,10121933,19842, VOL,HOBO
6/14/2017 13:00,24.171,deg C,10121933,19842, VOL,HOBO
6/14/2017 14:00,24.653,deg C,10121933,19842, VOL,HOBO
6/14/2017 15:00,24.992,deg C,10121933,19842, VOL,HOBO
6/14/2017 16:00,25.162,deg C,10121933,19842, VOL,HOBO
6/14/2017 17:00,25.162,deg C,10121933,19842, VOL,HOBO
6/14/2017 18:00,24.895,deg C,10121933,19842, VOL,HOBO
6/14/2017 19:00,24.532,deg C,10121933,19842, VOL,HOBO
6/14/2017 20:00,24.146,deg C,10121933,19842, VOL,HOBO
6/14/2017 21:00,23.665,deg C,10121933,19842, VOL,HOBO
6/14/2017 22:00,23.112,deg C,10121933,19842, VOL,HOBO
6/14/2017 23:00,22.609,deg C,10121933,19842, VOL,HOBO
6/15/2017 0:00,22.154,deg C,10121933,19842, VOL,HOBO
6/15/2017 1:00,21.724,deg C,10121933,19842, VOL,HOBO
6/15/2017 2:00,21.318,deg C,10121933,19842, VOL,HOBO
6/15/2017 3:00,20.865,deg C,10121933,19842, VOL,HOBO
6/15/2017 4:00,20.46,deg C,10121933,19842, VOL,HOBO
6/15/2017 5:00,20.055,deg C,10121933,19842, VOL,HOBO
6/15/2017 6:00,19.77,deg C,10121933,19842, VOL,HOBO
6/15/2017 7:00,19.651,deg C,10121933,19842, VOL,HOBO
6/15/2017 8:00,19.841,deg C,10121933,19842, VOL,HOBO
6/15/2017 9:00,20.103,deg C,10121933,19842, VOL,HOBO
6/15/2017 10:00,20.484,deg C,10121933,19842, VOL,HOBO
6/15/2017 11:00,20.865,deg C,10121933,19842, VOL,HOBO
6/15/2017 12:00,21.151,deg C,10121933,19842, VOL,HOBO
6/15/2017 13:00,21.581,deg C,10121933,19842, VOL,HOBO
6/15/2017 14:00,21.939,deg C,10121933,19842, VOL,HOBO
6/15/2017 15:00,22.106,deg C,10121933,19842, VOL,HOBO
6/15/2017 16:00,22.202,deg C,10121933,19842, VOL,HOBO
6/15/2017 17:00,22.202,deg C,10121933,19842, VOL,HOBO
6/15/2017 18:00,22.058,deg C,10121933,19842, VOL,HOBO
6/15/2017 19:00,21.867,deg C,10121933,19842, VOL,HOBO
6/15/2017 20:00,21.628,deg C,10121933,19842, VOL,HOBO
6/15/2017 21:00,21.342,deg C,10121933,19842, VOL,HOBO
6/15/2017 22:00,21.127,deg C,10121933,19842, VOL,HOBO
6/15/2017 23:00,20.936,deg C,10121933,19842, VOL,HOBO
6/16/2017 0:00,20.793,deg C,10121933,19842, VOL,HOBO
6/16/2017 1:00,20.698,deg C,10121933,19842, VOL,HOBO
6/16/2017 2:00,20.627,deg C,10121933,19842, VOL,HOBO
6/16/2017 3:00,20.531,deg C,10121933,19842, VOL,HOBO
6/16/2017 4:00,20.388,deg C,10121933,19842, VOL,HOBO
6/16/2017 5:00,20.246,deg C,10121933,19842, VOL,HOBO
6/16/2017 6:00,20.103,deg C,10121933,19842, VOL,HOBO
6/16/2017 7:00,20.031,deg C,10121933,19842, VOL,HOBO
6/16/2017 8:00,20.126,deg C,10121933,19842, VOL,HOBO
6/16/2017 9:00,20.293,deg C,10121933,19842, VOL,HOBO
6/16/2017 10:00,20.484,deg C,10121933,19842, VOL,HOBO
6/16/2017 11:00,20.674,deg C,10121933,19842, VOL,HOBO
6/16/2017 12:00,20.746,deg C,10121933,19842, VOL,HOBO
6/16/2017 13:00,20.555,deg C,10121933,19842, VOL,HOBO
6/16/2017 14:00,20.031,deg C,10121933,19842, VOL,HOBO
6/16/2017 15:00,18.937,deg C,10121933,19842, VOL,HOBO
6/16/2017 16:00,19.365,deg C,10121933,19842, VOL,HOBO
6/16/2017 17:00,19.936,deg C,10121933,19842, VOL,HOBO
6/16/2017 18:00,19.817,deg C,10121933,19842, VOL,HOBO
6/16/2017 19:00,20.293,deg C,10121933,19842, VOL,HOBO
6/16/2017 20:00,20.484,deg C,10121933,19842, VOL,HOBO
6/16/2017 21:00,20.531,deg C,10121933,19842, VOL,HOBO
6/16/2017 22:00,20.531,deg C,10121933,19842, VOL,HOBO
6/16/2017 23:00,20.555,deg C,10121933,19842, VOL,HOBO
6/17/2017 0:00,20.531,deg C,10121933,19842, VOL,HOBO
6/17/2017 1:00,20.484,deg C,10121933,19842, VOL,HOBO
6/17/2017 2:00,20.46,deg C,10121933,19842, VOL,HOBO
6/17/2017 3:00,20.412,deg C,10121933,19842, VOL,HOBO
6/17/2017 4:00,20.341,deg C,10121933,19842, VOL,HOBO
6/17/2017 5:00,20.293,deg C,10121933,19842, VOL,HOBO
6/17/2017 6:00,20.246,deg C,10121933,19842, VOL,HOBO
6/17/2017 7:00,20.246,deg C,10121933,19842, VOL,HOBO
6/17/2017 8:00,20.293,deg C,10121933,19842, VOL,HOBO
6/17/2017 9:00,20.436,deg C,10121933,19842, VOL,HOBO
6/17/2017 10:00,20.579,deg C,10121933,19842, VOL,HOBO
6/17/2017 11:00,20.746,deg C,10121933,19842, VOL,HOBO
6/17/2017 12:00,21.032,deg C,10121933,19842, VOL,HOBO
