Date_Time,Temp,UOM,ProbeID,SID,Collector
6/11/2016 7:00,15.533,deg,9862220,14445,ABM
6/11/2016 8:00,15.509,deg,9862220,14445,ABM
6/11/2016 9:00,15.724,deg,9862220,14445,ABM
6/11/2016 10:00,15.867,deg,9862220,14445,ABM
6/11/2016 11:00,16.01,deg,9862220,14445,ABM
6/11/2016 12:00,16.034,deg,9862220,14445,ABM
6/11/2016 13:00,16.034,deg,9862220,14445,ABM
6/11/2016 14:00,16.225,deg,9862220,14445,ABM
6/11/2016 15:00,16.344,deg,9862220,14445,ABM
6/11/2016 16:00,16.749,deg,9862220,14445,ABM
6/11/2016 17:00,16.844,deg,9862220,14445,ABM
6/11/2016 18:00,16.939,deg,9862220,14445,ABM
6/11/2016 19:00,16.915,deg,9862220,14445,ABM
6/11/2016 20:00,16.892,deg,9862220,14445,ABM
6/11/2016 21:00,16.82,deg,9862220,14445,ABM
6/11/2016 22:00,16.749,deg,9862220,14445,ABM
6/11/2016 23:00,16.725,deg,9862220,14445,ABM
6/12/2016 0:00,16.701,deg,9862220,14445,ABM
6/12/2016 1:00,16.677,deg,9862220,14445,ABM
6/12/2016 2:00,16.63,deg,9862220,14445,ABM
6/12/2016 3:00,16.558,deg,9862220,14445,ABM
6/12/2016 4:00,16.487,deg,9862220,14445,ABM
6/12/2016 5:00,16.415,deg,9862220,14445,ABM
6/12/2016 6:00,16.368,deg,9862220,14445,ABM
6/12/2016 7:00,16.344,deg,9862220,14445,ABM
6/12/2016 8:00,16.392,deg,9862220,14445,ABM
6/12/2016 9:00,16.701,deg,9862220,14445,ABM
6/12/2016 10:00,16.963,deg,9862220,14445,ABM
6/12/2016 11:00,17.272,deg,9862220,14445,ABM
6/12/2016 12:00,17.772,deg,9862220,14445,ABM
6/12/2016 13:00,18.295,deg,9862220,14445,ABM
6/12/2016 14:00,18.961,deg,9862220,14445,ABM
6/12/2016 15:00,19.199,deg,9862220,14445,ABM
6/12/2016 16:00,19.199,deg,9862220,14445,ABM
6/12/2016 17:00,19.127,deg,9862220,14445,ABM
6/12/2016 18:00,19.008,deg,9862220,14445,ABM
6/12/2016 19:00,18.889,deg,9862220,14445,ABM
6/12/2016 20:00,18.675,deg,9862220,14445,ABM
6/12/2016 21:00,18.485,deg,9862220,14445,ABM
6/12/2016 22:00,18.295,deg,9862220,14445,ABM
6/12/2016 23:00,18.129,deg,9862220,14445,ABM
6/13/2016 0:00,17.962,deg,9862220,14445,ABM
6/13/2016 1:00,17.772,deg,9862220,14445,ABM
6/13/2016 2:00,17.558,deg,9862220,14445,ABM
6/13/2016 3:00,17.296,deg,9862220,14445,ABM
6/13/2016 4:00,17.034,deg,9862220,14445,ABM
6/13/2016 5:00,16.796,deg,9862220,14445,ABM
6/13/2016 6:00,16.558,deg,9862220,14445,ABM
6/13/2016 7:00,16.392,deg,9862220,14445,ABM
6/13/2016 8:00,16.296,deg,9862220,14445,ABM
6/13/2016 9:00,16.368,deg,9862220,14445,ABM
6/13/2016 10:00,16.606,deg,9862220,14445,ABM
6/13/2016 11:00,16.963,deg,9862220,14445,ABM
6/13/2016 12:00,17.368,deg,9862220,14445,ABM
6/13/2016 13:00,17.962,deg,9862220,14445,ABM
6/13/2016 14:00,18.343,deg,9862220,14445,ABM
6/13/2016 15:00,18.794,deg,9862220,14445,ABM
6/13/2016 16:00,19.08,deg,9862220,14445,ABM
6/13/2016 17:00,18.866,deg,9862220,14445,ABM
6/13/2016 18:00,18.723,deg,9862220,14445,ABM
6/13/2016 19:00,18.628,deg,9862220,14445,ABM
6/13/2016 20:00,18.438,deg,9862220,14445,ABM
6/13/2016 21:00,18.247,deg,9862220,14445,ABM
6/13/2016 22:00,18.105,deg,9862220,14445,ABM
6/13/2016 23:00,18.033,deg,9862220,14445,ABM
6/14/2016 0:00,17.891,deg,9862220,14445,ABM
6/14/2016 1:00,17.701,deg,9862220,14445,ABM
6/14/2016 2:00,17.51,deg,9862220,14445,ABM
6/14/2016 3:00,17.296,deg,9862220,14445,ABM
6/14/2016 4:00,17.082,deg,9862220,14445,ABM
6/14/2016 5:00,16.892,deg,9862220,14445,ABM
6/14/2016 6:00,16.701,deg,9862220,14445,ABM
6/14/2016 7:00,16.558,deg,9862220,14445,ABM
6/14/2016 8:00,16.439,deg,9862220,14445,ABM
6/14/2016 9:00,16.511,deg,9862220,14445,ABM
6/14/2016 10:00,16.773,deg,9862220,14445,ABM
6/14/2016 11:00,17.201,deg,9862220,14445,ABM
6/14/2016 12:00,17.724,deg,9862220,14445,ABM
6/14/2016 13:00,18.343,deg,9862220,14445,ABM
6/14/2016 14:00,18.913,deg,9862220,14445,ABM
6/14/2016 15:00,19.484,deg,9862220,14445,ABM
6/14/2016 16:00,19.722,deg,9862220,14445,ABM
6/14/2016 17:00,19.508,deg,9862220,14445,ABM
6/14/2016 18:00,19.389,deg,9862220,14445,ABM
6/14/2016 19:00,19.246,deg,9862220,14445,ABM
6/14/2016 20:00,19.056,deg,9862220,14445,ABM
6/14/2016 21:00,18.842,deg,9862220,14445,ABM
6/14/2016 22:00,18.604,deg,9862220,14445,ABM
6/14/2016 23:00,18.39,deg,9862220,14445,ABM
6/15/2016 0:00,18.247,deg,9862220,14445,ABM
6/15/2016 1:00,18.105,deg,9862220,14445,ABM
6/15/2016 2:00,17.938,deg,9862220,14445,ABM
6/15/2016 3:00,17.772,deg,9862220,14445,ABM
6/15/2016 4:00,17.582,deg,9862220,14445,ABM
6/15/2016 5:00,17.368,deg,9862220,14445,ABM
6/15/2016 6:00,17.177,deg,9862220,14445,ABM
6/15/2016 7:00,17.011,deg,9862220,14445,ABM
6/15/2016 8:00,16.987,deg,9862220,14445,ABM
6/15/2016 9:00,17.177,deg,9862220,14445,ABM
6/15/2016 10:00,17.534,deg,9862220,14445,ABM
6/15/2016 11:00,18.033,deg,9862220,14445,ABM
6/15/2016 12:00,18.747,deg,9862220,14445,ABM
6/15/2016 13:00,19.389,deg,9862220,14445,ABM
6/15/2016 14:00,19.841,deg,9862220,14445,ABM
6/15/2016 15:00,20.293,deg,9862220,14445,ABM
6/15/2016 16:00,20.555,deg,9862220,14445,ABM
6/15/2016 17:00,20.46,deg,9862220,14445,ABM
6/15/2016 18:00,20.269,deg,9862220,14445,ABM
6/15/2016 19:00,20.15,deg,9862220,14445,ABM
6/15/2016 20:00,19.888,deg,9862220,14445,ABM
6/15/2016 21:00,19.746,deg,9862220,14445,ABM
6/15/2016 22:00,19.579,deg,9862220,14445,ABM
6/15/2016 23:00,19.413,deg,9862220,14445,ABM
6/16/2016 0:00,19.294,deg,9862220,14445,ABM
6/16/2016 1:00,19.151,deg,9862220,14445,ABM
6/16/2016 2:00,18.985,deg,9862220,14445,ABM
6/16/2016 3:00,18.866,deg,9862220,14445,ABM
6/16/2016 4:00,18.747,deg,9862220,14445,ABM
6/16/2016 5:00,18.652,deg,9862220,14445,ABM
6/16/2016 6:00,18.58,deg,9862220,14445,ABM
6/16/2016 7:00,18.509,deg,9862220,14445,ABM
6/16/2016 8:00,18.533,deg,9862220,14445,ABM
6/16/2016 9:00,18.604,deg,9862220,14445,ABM
6/16/2016 10:00,18.699,deg,9862220,14445,ABM
6/16/2016 11:00,18.699,deg,9862220,14445,ABM
6/16/2016 12:00,18.747,deg,9862220,14445,ABM
6/16/2016 13:00,18.866,deg,9862220,14445,ABM
6/16/2016 14:00,18.889,deg,9862220,14445,ABM
6/16/2016 15:00,19.199,deg,9862220,14445,ABM
6/16/2016 16:00,19.651,deg,9862220,14445,ABM
6/16/2016 17:00,19.579,deg,9862220,14445,ABM
6/16/2016 18:00,19.436,deg,9862220,14445,ABM
6/16/2016 19:00,19.318,deg,9862220,14445,ABM
6/16/2016 20:00,19.27,deg,9862220,14445,ABM
6/16/2016 21:00,19.151,deg,9862220,14445,ABM
6/16/2016 22:00,18.985,deg,9862220,14445,ABM
6/16/2016 23:00,18.842,deg,9862220,14445,ABM
6/17/2016 0:00,18.699,deg,9862220,14445,ABM
6/17/2016 1:00,18.557,deg,9862220,14445,ABM
6/17/2016 2:00,18.461,deg,9862220,14445,ABM
6/17/2016 3:00,18.366,deg,9862220,14445,ABM
6/17/2016 4:00,18.295,deg,9862220,14445,ABM
6/17/2016 5:00,18.247,deg,9862220,14445,ABM
6/17/2016 6:00,18.176,deg,9862220,14445,ABM
6/17/2016 7:00,18.129,deg,9862220,14445,ABM
6/17/2016 8:00,18.152,deg,9862220,14445,ABM
6/17/2016 9:00,18.271,deg,9862220,14445,ABM
6/17/2016 10:00,18.438,deg,9862220,14445,ABM
6/17/2016 11:00,18.889,deg,9862220,14445,ABM
6/17/2016 12:00,19.27,deg,9862220,14445,ABM
6/17/2016 13:00,19.603,deg,9862220,14445,ABM
6/17/2016 14:00,20.079,deg,9862220,14445,ABM
6/17/2016 15:00,20.555,deg,9862220,14445,ABM
6/17/2016 16:00,20.817,deg,9862220,14445,ABM
6/17/2016 17:00,20.46,deg,9862220,14445,ABM
6/17/2016 18:00,20.15,deg,9862220,14445,ABM
6/17/2016 19:00,19.888,deg,9862220,14445,ABM
6/17/2016 20:00,19.746,deg,9862220,14445,ABM
6/17/2016 21:00,19.579,deg,9862220,14445,ABM
6/17/2016 22:00,19.436,deg,9862220,14445,ABM
6/17/2016 23:00,19.27,deg,9862220,14445,ABM
6/18/2016 0:00,19.056,deg,9862220,14445,ABM
6/18/2016 1:00,18.842,deg,9862220,14445,ABM
6/18/2016 2:00,18.652,deg,9862220,14445,ABM
6/18/2016 3:00,18.485,deg,9862220,14445,ABM
6/18/2016 4:00,18.295,deg,9862220,14445,ABM
6/18/2016 5:00,18.129,deg,9862220,14445,ABM
6/18/2016 6:00,17.962,deg,9862220,14445,ABM
6/18/2016 7:00,17.819,deg,9862220,14445,ABM
6/18/2016 8:00,17.796,deg,9862220,14445,ABM
6/18/2016 9:00,17.938,deg,9862220,14445,ABM
6/18/2016 10:00,18.295,deg,9862220,14445,ABM
6/18/2016 11:00,18.818,deg,9862220,14445,ABM
6/18/2016 12:00,19.46,deg,9862220,14445,ABM
6/18/2016 13:00,20.174,deg,9862220,14445,ABM
6/18/2016 14:00,20.65,deg,9862220,14445,ABM
6/18/2016 15:00,20.841,deg,9862220,14445,ABM
6/18/2016 16:00,20.889,deg,9862220,14445,ABM
6/18/2016 17:00,20.603,deg,9862220,14445,ABM
6/18/2016 18:00,20.46,deg,9862220,14445,ABM
6/18/2016 19:00,20.388,deg,9862220,14445,ABM
6/18/2016 20:00,20.269,deg,9862220,14445,ABM
6/18/2016 21:00,20.079,deg,9862220,14445,ABM
6/18/2016 22:00,19.865,deg,9862220,14445,ABM
6/18/2016 23:00,19.698,deg,9862220,14445,ABM
6/19/2016 0:00,19.532,deg,9862220,14445,ABM
6/19/2016 1:00,19.341,deg,9862220,14445,ABM
6/19/2016 2:00,19.175,deg,9862220,14445,ABM
6/19/2016 3:00,19.008,deg,9862220,14445,ABM
6/19/2016 4:00,18.866,deg,9862220,14445,ABM
6/19/2016 5:00,18.699,deg,9862220,14445,ABM
6/19/2016 6:00,18.557,deg,9862220,14445,ABM
6/19/2016 7:00,18.461,deg,9862220,14445,ABM
6/19/2016 8:00,18.485,deg,9862220,14445,ABM
6/19/2016 9:00,18.652,deg,9862220,14445,ABM
6/19/2016 10:00,18.961,deg,9862220,14445,ABM
6/19/2016 11:00,19.508,deg,9862220,14445,ABM
6/19/2016 12:00,20.15,deg,9862220,14445,ABM
6/19/2016 13:00,20.841,deg,9862220,14445,ABM
6/19/2016 14:00,21.294,deg,9862220,14445,ABM
6/19/2016 15:00,21.628,deg,9862220,14445,ABM
6/19/2016 16:00,21.7,deg,9862220,14445,ABM
6/19/2016 17:00,21.27,deg,9862220,14445,ABM
6/19/2016 18:00,20.96,deg,9862220,14445,ABM
6/19/2016 19:00,20.77,deg,9862220,14445,ABM
6/19/2016 20:00,20.579,deg,9862220,14445,ABM
6/19/2016 21:00,20.388,deg,9862220,14445,ABM
6/19/2016 22:00,20.269,deg,9862220,14445,ABM
6/19/2016 23:00,20.079,deg,9862220,14445,ABM
6/20/2016 0:00,19.888,deg,9862220,14445,ABM
6/20/2016 1:00,19.698,deg,9862220,14445,ABM
6/20/2016 2:00,19.532,deg,9862220,14445,ABM
6/20/2016 3:00,19.389,deg,9862220,14445,ABM
6/20/2016 4:00,19.246,deg,9862220,14445,ABM
6/20/2016 5:00,19.127,deg,9862220,14445,ABM
6/20/2016 6:00,19.032,deg,9862220,14445,ABM
6/20/2016 7:00,19.032,deg,9862220,14445,ABM
6/20/2016 8:00,19.032,deg,9862220,14445,ABM
6/20/2016 9:00,19.151,deg,9862220,14445,ABM
6/20/2016 10:00,19.484,deg,9862220,14445,ABM
6/20/2016 11:00,20.007,deg,9862220,14445,ABM
6/20/2016 12:00,20.436,deg,9862220,14445,ABM
6/20/2016 13:00,21.056,deg,9862220,14445,ABM
6/20/2016 14:00,21.652,deg,9862220,14445,ABM
6/20/2016 15:00,21.963,deg,9862220,14445,ABM
6/20/2016 16:00,21.939,deg,9862220,14445,ABM
6/20/2016 17:00,21.533,deg,9862220,14445,ABM
6/20/2016 18:00,21.294,deg,9862220,14445,ABM
6/20/2016 19:00,21.223,deg,9862220,14445,ABM
6/20/2016 20:00,21.103,deg,9862220,14445,ABM
6/20/2016 21:00,20.96,deg,9862220,14445,ABM
6/20/2016 22:00,20.841,deg,9862220,14445,ABM
6/20/2016 23:00,20.722,deg,9862220,14445,ABM
6/21/2016 0:00,20.579,deg,9862220,14445,ABM
6/21/2016 1:00,20.46,deg,9862220,14445,ABM
6/21/2016 2:00,20.317,deg,9862220,14445,ABM
6/21/2016 3:00,20.222,deg,9862220,14445,ABM
6/21/2016 4:00,20.15,deg,9862220,14445,ABM
6/21/2016 5:00,20.055,deg,9862220,14445,ABM
6/21/2016 6:00,19.984,deg,9862220,14445,ABM
6/21/2016 7:00,19.96,deg,9862220,14445,ABM
6/21/2016 8:00,19.936,deg,9862220,14445,ABM
6/21/2016 9:00,19.96,deg,9862220,14445,ABM
6/21/2016 10:00,20.079,deg,9862220,14445,ABM
6/21/2016 11:00,20.674,deg,9862220,14445,ABM
6/21/2016 12:00,21.413,deg,9862220,14445,ABM
6/21/2016 13:00,22.106,deg,9862220,14445,ABM
6/21/2016 14:00,22.609,deg,9862220,14445,ABM
6/21/2016 15:00,22.824,deg,9862220,14445,ABM
6/21/2016 16:00,22.968,deg,9862220,14445,ABM
6/21/2016 17:00,22.561,deg,9862220,14445,ABM
6/21/2016 18:00,22.321,deg,9862220,14445,ABM
6/21/2016 19:00,22.25,deg,9862220,14445,ABM
6/21/2016 20:00,22.106,deg,9862220,14445,ABM
6/21/2016 21:00,21.915,deg,9862220,14445,ABM
6/21/2016 22:00,21.652,deg,9862220,14445,ABM
6/21/2016 23:00,21.413,deg,9862220,14445,ABM
6/22/2016 0:00,21.199,deg,9862220,14445,ABM
6/22/2016 1:00,20.96,deg,9862220,14445,ABM
6/22/2016 2:00,20.77,deg,9862220,14445,ABM
6/22/2016 3:00,20.579,deg,9862220,14445,ABM
6/22/2016 4:00,20.388,deg,9862220,14445,ABM
6/22/2016 5:00,20.198,deg,9862220,14445,ABM
6/22/2016 6:00,20.007,deg,9862220,14445,ABM
6/22/2016 7:00,19.888,deg,9862220,14445,ABM
6/22/2016 8:00,19.888,deg,9862220,14445,ABM
6/22/2016 9:00,19.984,deg,9862220,14445,ABM
6/22/2016 10:00,20.269,deg,9862220,14445,ABM
6/22/2016 11:00,20.817,deg,9862220,14445,ABM
6/22/2016 12:00,21.39,deg,9862220,14445,ABM
6/22/2016 13:00,22.106,deg,9862220,14445,ABM
6/22/2016 14:00,22.681,deg,9862220,14445,ABM
6/22/2016 15:00,23.088,deg,9862220,14445,ABM
6/22/2016 16:00,22.848,deg,9862220,14445,ABM
6/22/2016 17:00,22.345,deg,9862220,14445,ABM
6/22/2016 18:00,22.106,deg,9862220,14445,ABM
6/22/2016 19:00,21.915,deg,9862220,14445,ABM
6/22/2016 20:00,21.724,deg,9862220,14445,ABM
6/22/2016 21:00,21.461,deg,9862220,14445,ABM
6/22/2016 22:00,21.175,deg,9862220,14445,ABM
6/22/2016 23:00,20.913,deg,9862220,14445,ABM
6/23/2016 0:00,20.674,deg,9862220,14445,ABM
6/23/2016 1:00,20.46,deg,9862220,14445,ABM
6/23/2016 2:00,20.269,deg,9862220,14445,ABM
6/23/2016 3:00,20.055,deg,9862220,14445,ABM
6/23/2016 4:00,19.865,deg,9862220,14445,ABM
6/23/2016 5:00,19.674,deg,9862220,14445,ABM
6/23/2016 6:00,19.532,deg,9862220,14445,ABM
6/23/2016 7:00,19.508,deg,9862220,14445,ABM
6/23/2016 8:00,19.532,deg,9862220,14445,ABM
6/23/2016 9:00,19.651,deg,9862220,14445,ABM
6/23/2016 10:00,19.865,deg,9862220,14445,ABM
6/23/2016 11:00,20.222,deg,9862220,14445,ABM
6/23/2016 12:00,20.722,deg,9862220,14445,ABM
6/23/2016 13:00,21.032,deg,9862220,14445,ABM
6/23/2016 14:00,21.318,deg,9862220,14445,ABM
6/23/2016 15:00,21.39,deg,9862220,14445,ABM
6/23/2016 16:00,21.342,deg,9862220,14445,ABM
6/23/2016 17:00,21.27,deg,9862220,14445,ABM
6/23/2016 18:00,21.127,deg,9862220,14445,ABM
6/23/2016 19:00,20.913,deg,9862220,14445,ABM
6/23/2016 20:00,20.817,deg,9862220,14445,ABM
6/23/2016 21:00,20.65,deg,9862220,14445,ABM
6/23/2016 22:00,20.484,deg,9862220,14445,ABM
6/23/2016 23:00,20.317,deg,9862220,14445,ABM
6/24/2016 0:00,20.174,deg,9862220,14445,ABM
6/24/2016 1:00,20.007,deg,9862220,14445,ABM
6/24/2016 2:00,19.841,deg,9862220,14445,ABM
6/24/2016 3:00,19.674,deg,9862220,14445,ABM
6/24/2016 4:00,19.532,deg,9862220,14445,ABM
6/24/2016 5:00,19.389,deg,9862220,14445,ABM
6/24/2016 6:00,19.27,deg,9862220,14445,ABM
6/24/2016 7:00,19.199,deg,9862220,14445,ABM
6/24/2016 8:00,19.199,deg,9862220,14445,ABM
6/24/2016 9:00,19.341,deg,9862220,14445,ABM
6/24/2016 10:00,19.698,deg,9862220,14445,ABM
6/24/2016 11:00,20.222,deg,9862220,14445,ABM
6/24/2016 12:00,20.913,deg,9862220,14445,ABM
6/24/2016 13:00,21.652,deg,9862220,14445,ABM
6/24/2016 14:00,22.202,deg,9862220,14445,ABM
6/24/2016 15:00,22.369,deg,9862220,14445,ABM
6/24/2016 16:00,22.25,deg,9862220,14445,ABM
6/24/2016 17:00,21.843,deg,9862220,14445,ABM
6/24/2016 18:00,21.604,deg,9862220,14445,ABM
6/24/2016 19:00,21.461,deg,9862220,14445,ABM
6/24/2016 20:00,21.342,deg,9862220,14445,ABM
6/24/2016 21:00,21.127,deg,9862220,14445,ABM
6/24/2016 22:00,20.913,deg,9862220,14445,ABM
6/24/2016 23:00,20.698,deg,9862220,14445,ABM
6/25/2016 0:00,20.46,deg,9862220,14445,ABM
6/25/2016 1:00,20.222,deg,9862220,14445,ABM
6/25/2016 2:00,20.007,deg,9862220,14445,ABM
6/25/2016 3:00,19.817,deg,9862220,14445,ABM
6/25/2016 4:00,19.651,deg,9862220,14445,ABM
6/25/2016 5:00,19.508,deg,9862220,14445,ABM
6/25/2016 6:00,19.365,deg,9862220,14445,ABM
6/25/2016 7:00,19.27,deg,9862220,14445,ABM
6/25/2016 8:00,19.294,deg,9862220,14445,ABM
6/25/2016 9:00,19.436,deg,9862220,14445,ABM
6/25/2016 10:00,19.793,deg,9862220,14445,ABM
6/25/2016 11:00,20.388,deg,9862220,14445,ABM
6/25/2016 12:00,21.127,deg,9862220,14445,ABM
6/25/2016 13:00,21.843,deg,9862220,14445,ABM
6/25/2016 14:00,22.393,deg,9862220,14445,ABM
6/25/2016 15:00,22.681,deg,9862220,14445,ABM
6/25/2016 16:00,22.561,deg,9862220,14445,ABM
6/25/2016 17:00,22.106,deg,9862220,14445,ABM
6/25/2016 18:00,21.7,deg,9862220,14445,ABM
6/25/2016 19:00,21.557,deg,9862220,14445,ABM
6/25/2016 20:00,21.461,deg,9862220,14445,ABM
6/25/2016 21:00,21.294,deg,9862220,14445,ABM
6/25/2016 22:00,21.103,deg,9862220,14445,ABM
6/25/2016 23:00,20.913,deg,9862220,14445,ABM
6/26/2016 0:00,20.698,deg,9862220,14445,ABM
6/26/2016 1:00,20.484,deg,9862220,14445,ABM
6/26/2016 2:00,20.293,deg,9862220,14445,ABM
6/26/2016 3:00,20.126,deg,9862220,14445,ABM
6/26/2016 4:00,19.96,deg,9862220,14445,ABM
6/26/2016 5:00,19.793,deg,9862220,14445,ABM
6/26/2016 6:00,19.651,deg,9862220,14445,ABM
6/26/2016 7:00,19.555,deg,9862220,14445,ABM
6/26/2016 8:00,19.555,deg,9862220,14445,ABM
6/26/2016 9:00,19.722,deg,9862220,14445,ABM
6/26/2016 10:00,20.126,deg,9862220,14445,ABM
6/26/2016 11:00,20.722,deg,9862220,14445,ABM
6/26/2016 12:00,21.39,deg,9862220,14445,ABM
6/26/2016 13:00,22.082,deg,9862220,14445,ABM
6/26/2016 14:00,22.657,deg,9862220,14445,ABM
6/26/2016 15:00,23.04,deg,9862220,14445,ABM
6/26/2016 16:00,22.968,deg,9862220,14445,ABM
6/26/2016 17:00,22.465,deg,9862220,14445,ABM
6/26/2016 18:00,22.058,deg,9862220,14445,ABM
6/26/2016 19:00,21.843,deg,9862220,14445,ABM
6/26/2016 20:00,21.724,deg,9862220,14445,ABM
6/26/2016 21:00,21.557,deg,9862220,14445,ABM
6/26/2016 22:00,21.366,deg,9862220,14445,ABM
6/26/2016 23:00,21.175,deg,9862220,14445,ABM
6/27/2016 0:00,20.984,deg,9862220,14445,ABM
6/27/2016 1:00,20.77,deg,9862220,14445,ABM
6/27/2016 2:00,20.555,deg,9862220,14445,ABM
6/27/2016 3:00,20.365,deg,9862220,14445,ABM
6/27/2016 4:00,20.174,deg,9862220,14445,ABM
6/27/2016 5:00,20.007,deg,9862220,14445,ABM
6/27/2016 6:00,19.841,deg,9862220,14445,ABM
6/27/2016 7:00,19.746,deg,9862220,14445,ABM
6/27/2016 8:00,19.746,deg,9862220,14445,ABM
6/27/2016 9:00,19.912,deg,9862220,14445,ABM
6/27/2016 10:00,20.293,deg,9862220,14445,ABM
6/27/2016 11:00,20.984,deg,9862220,14445,ABM
6/27/2016 12:00,21.7,deg,9862220,14445,ABM
6/27/2016 13:00,22.226,deg,9862220,14445,ABM
6/27/2016 14:00,22.92,deg,9862220,14445,ABM
6/27/2016 15:00,22.968,deg,9862220,14445,ABM
6/27/2016 16:00,22.776,deg,9862220,14445,ABM
6/27/2016 17:00,22.345,deg,9862220,14445,ABM
6/27/2016 18:00,22.058,deg,9862220,14445,ABM
6/27/2016 19:00,21.939,deg,9862220,14445,ABM
6/27/2016 20:00,21.819,deg,9862220,14445,ABM
6/27/2016 21:00,21.652,deg,9862220,14445,ABM
6/27/2016 22:00,21.557,deg,9862220,14445,ABM
6/27/2016 23:00,21.461,deg,9862220,14445,ABM
6/28/2016 0:00,21.39,deg,9862220,14445,ABM
6/28/2016 1:00,21.294,deg,9862220,14445,ABM
6/28/2016 2:00,21.223,deg,9862220,14445,ABM
6/28/2016 3:00,21.151,deg,9862220,14445,ABM
6/28/2016 4:00,21.079,deg,9862220,14445,ABM
6/28/2016 5:00,21.032,deg,9862220,14445,ABM
6/28/2016 6:00,20.984,deg,9862220,14445,ABM
6/28/2016 7:00,20.96,deg,9862220,14445,ABM
6/28/2016 8:00,20.96,deg,9862220,14445,ABM
6/28/2016 9:00,20.984,deg,9862220,14445,ABM
6/28/2016 10:00,21.056,deg,9862220,14445,ABM
6/28/2016 11:00,21.032,deg,9862220,14445,ABM
6/28/2016 12:00,21.008,deg,9862220,14445,ABM
6/28/2016 13:00,21.056,deg,9862220,14445,ABM
6/28/2016 14:00,21.008,deg,9862220,14445,ABM
6/28/2016 15:00,21.079,deg,9862220,14445,ABM
6/28/2016 16:00,21.175,deg,9862220,14445,ABM
6/28/2016 17:00,21.151,deg,9862220,14445,ABM
6/28/2016 18:00,21.056,deg,9862220,14445,ABM
6/28/2016 19:00,20.936,deg,9862220,14445,ABM
6/28/2016 20:00,20.841,deg,9862220,14445,ABM
6/28/2016 21:00,20.77,deg,9862220,14445,ABM
6/28/2016 22:00,20.674,deg,9862220,14445,ABM
6/28/2016 23:00,20.579,deg,9862220,14445,ABM
6/29/2016 0:00,20.531,deg,9862220,14445,ABM
6/29/2016 1:00,20.436,deg,9862220,14445,ABM
6/29/2016 2:00,20.365,deg,9862220,14445,ABM
6/29/2016 3:00,20.293,deg,9862220,14445,ABM
6/29/2016 4:00,20.198,deg,9862220,14445,ABM
6/29/2016 5:00,20.15,deg,9862220,14445,ABM
6/29/2016 6:00,20.079,deg,9862220,14445,ABM
6/29/2016 7:00,20.031,deg,9862220,14445,ABM
6/29/2016 8:00,20.007,deg,9862220,14445,ABM
6/29/2016 9:00,20.079,deg,9862220,14445,ABM
6/29/2016 10:00,20.388,deg,9862220,14445,ABM
6/29/2016 11:00,20.865,deg,9862220,14445,ABM
6/29/2016 12:00,21.509,deg,9862220,14445,ABM
6/29/2016 13:00,22.034,deg,9862220,14445,ABM
6/29/2016 14:00,22.681,deg,9862220,14445,ABM
6/29/2016 15:00,23.208,deg,9862220,14445,ABM
